Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Linnanpelto	2h,k	rt	5200	155000	2981	1924	1/2	ei	hyvä	
Linnanpelto	2h,kk	kt	5500	118000	2145	1924	1/5	on	hyvä	C2007
Linnanpelto	2h,k	rt	5600	155000	2768	1924	1/2	ei	hyvä	
Pappilanmäki	2h,k,s	kt	5600	196000	3500	2013	2/5	on	hyvä	C2013
Pappilanmäki	2h,k,s	kt	4500	189000	4200	2016	3/5	on	hyvä	C2013
Pappilanmäki	3h,k,s	kt	6800	233000	3426	2016	2/4	on	hyvä	C2013
Pappilanmäki	3h,k,s,viherh	kt	8400	225000	2679	2013	2/3	on	hyvä	C2013
Pappilanmäki	3h, k, s	rt	8500	294000	3459	2013	1/2	ei	hyvä	B2013
Pappilanmäki	4h, k, s	kt	9100	316500	3478	2013	3/4	on	hyvä	D2013
Linnanpelto	4h, k	rt	10450	120000	1148	1977	2/2	ei	tyyd.	
Linnanpelto	4h, k, s	kt	12300	332000	2699	2005	2/3	on	hyvä	A2013
Linnanpelto	4h,k,s	rt	9700	232044	2392	1977	-1/2	ei	hyvä	C
