Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Mäntynummi	2h+k+kh+p	kt	5250	85000	1619	1965	3/3	ei	hyvä	F
Perttilä	2h+kk+s	rt	5300	127000	2396	1990	1/1	ei	hyvä	B2007
Perttilä	2h+kk+s	rt	5300	104000	1962	1989	1/1	ei	tyyd.	F2013
Lempola	2h, k, kph/s	rt	6050	127000	2099	1990	1/1	ei	hyvä	
Ventelä	2h+k+s+vh	rt	6150	130000	2114	1986	1/2	ei	hyvä	G
Ventelä	2h, k	kt	5500	54000	982	1965	2/3	ei	tyyd.	G2013
Lempola	3h+k+s	rt	7800	130000	1667	1990	1/1	ei		C2007
Lempola	3-4h, k, s, kph/wc	rt	8600	155000	1802	1986	2/2	ei	hyvä	
Perttilä	3h, k, s	rt	8150	150000	1840	1975	1/1	ei	hyvä	
Perttilä	3-2h,k,s	rt	7400	158000	2135	1986		ei		
Mäntynummi	3h, k, lasitettu p	kt	7000	99000	1414	1965	3/3	ei	hyvä	G2013
Perttilä	3h+k+s	rt	7900	112000	1418	1979		ei	tyyd.	E2018
Perttilä	3h,k,sauna	rt	7900	144000	1823	1982		ei	hyvä	C2013
Perttilä	3-4h, k, kph/s,...	rt	9200	141000	1533	1987	2/2	ei	hyvä	
Asemanpelto	oh, 3 mh, takka...	ok	12540	123750	987	1976	1/1	ei	tyyd.	
Asemanpelto	6h,k,s	ok	17000	280000	1647	1992		ei	hyvä	
Perttilä	4h, k, s/kph, wc	rt	10400	164000	1577	1972	2/2	ei	hyvä	
Perttilä	4h+k+s	rt	9200	131000	1424	1978	1/1	ei	tyyd.	E
Perttilä	3-4 huonetta, k...	rt	9200	122500	1332	1979		ei	hyvä	D2018
Perttilä	4h+k+s	rt	9200	130000	1413	1980	1/2	ei	hyvä	E2013
Asemanpelto	3mh,oh,k,rt,2xw...	ok	22200	238000	1072	1970	-1/2	ei	hyvä	
