Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kauklahti	2h, kt, s	rt	6300	255000	4048	2013	2/2	ei	hyvä	D2013
Kauklahti	2h+kk	rt	4750	155000	3263	1989	1/1	ei	hyvä	
Saunalahti	2h, kt, s, tera...	rt	5000	249950	4999	2020	1/1	ei	hyvä	
Saunalahti	2h, kt, terassi...	rt	4050	221990	5481	2020	1/1	ei	hyvä	
Kauklahti	2h, kt, parveke	kt	4300	206400	4800	2019	1/2	ei	hyvä	
Saunalahti	2h, kt, terassi...	rt	4050	204970	5061	2020	1/1	ei	hyvä	
Saunalahti	2h+k+s	rt	5000	244970	4899	2020	1/1	ei	hyvä	
Kauklahti		kt	4800	213600	4450	2019	2/4	on	hyvä	C2013
Lasilaakso	2h,kk,kph	kt	4950	159000	3212	2016	3/3	on	hyvä	C2013
Kauklahti	2h+kk+kh	kt	4950	110000	2222	1975	4/6	on	tyyd.	D2007
Kauklahti	2h, kt	kt	4300	177500	4128	2017	1/2	ei	hyvä	C2013
Kauklahti	2h, kt, terassi	kt	4100	179830	4386	2019	1/2	ei	hyvä	
Kauklahti	2h, kt, parveke	kt	4400	209880	4770	2019	1/2	ei	hyvä	
Saunalahti	3h, kt, s, tera...	rt	7000	339980	4857	2020	1/1	ei	hyvä	
Saunalahti	3h+k+kph+s	rt	7500	270000	3600	2016	1/2	ei	hyvä	C2013
Kurttila	3h, k, s, vh, v...	rt	6900	279000	4043	2014	-1/2	ei	hyvä	C2013
Saunalahti	3h, kt, s, tera...	rt	7000	359960	5142	2020	1/1	ei	hyvä	
Kauklahti	3h, avokeitti...	kt	5650	234475	4150	2019	2/4	on	hyvä	C
Saunalahti	3h, kt, s, tera...	rt	6250	306970	4912	2020	1/1	ei	hyvä	
Saunalahti	3h, ak, kph, s,...	rt	7500	262000	3493	2016	1/2	ei	hyvä	C
Kauklahti	3h, kt, s, Terassi	kt	1250	3000	240	2019	1/1	ei	hyvä	
Saunalahti	3h, kt, s, tera...	rt	6250	299990	4800	2020	1/1	ei	hyvä	
Saunalahti	3h, kt, s, tera...	rt	7000	354980	5071	2020	1/1	ei	hyvä	
Kauklahti	3h, kt, s, Terassi	kt	1250	3000	240	2019	1/2	ei	hyvä	
Kauklahti	3h, kt, s, Terassi	kt	4500	206775	4595	2019	1/2	ei	hyvä	
Kauklahti	5h+k+s+ takkahu...	ok	15600	435000	2788	1993	1/2	ei	hyvä	
Kauklahti	3 makuuhuonetta...	ok	12700	421000	3315	1999	1/1	ei	tyyd.	
Kauklahti	3h, avokeitti...	ok	10700	360000	3364	1972	-1/1	ei	hyvä	E2018
Kauklahti	5h, k, aula, vh...	rt	11300	355000	3142	2006	-1/2	ei	hyvä	
Kauklahti	4h+kt+s	rt	7200	245000	3403	2017	2/2	ei	hyvä	C2013
Saunalahti	4h, kt, vh/wc, ...	rt	8050	389970	4844	2020	1/1	ei	hyvä	
Vanttila	4-5h+k+s+khh	rt	11150	359000	3220	2004	1/2	ei	hyvä	
Kauklahti	3-4h+k+s	rt	8450	310000	3669	2011	-1/2	ei	hyvä	B2007
Saunalahti	4h, kt, vh/wc, ...	rt	8050	399930	4968	2020	1/1	ei	hyvä	
Kauklahti	3-4h, k, s, kph...	rt	9050	285000	3149	2006	-1/4	ei	hyvä	
Kauklahti	4h+k+kph+s+vh	rt	8950	240000	2682	1989	1/2	ei	hyvä	D
Kurttila	6h, k, s, th, 2...	rt	16500	334000	2024	1983	1/1	ei	tyyd.	
Kauklahti	4h, k, kph, s, ...	rt	10750	314000	2921	2006	1/2	ei	hyvä	D2013
