Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Tiituspohja	3h, k, s, kph, ...	rt	9300	184500	1984	2007	-1/2	ei	hyvä	D2018
Tiituspohja	3h,k,s,at	rt	7000	134000	1914	2000	1/2	ei	hyvä	E2007
Leppävesi	3h,k,th,kph,wc,...	rt	7900	176000	2228	2007	1/1	ei	hyvä	
Tiituspohja	3h, k, s	rt	8050	146000	1814	2010	1/1	ei	hyvä	A2007
Leppävesi	4h,k,s,kh,2x vh...	ok	12000	140000	1167	1977		ei	hyvä	
Leppävesi	4h, k, s, kph, ...	ok	14000	230000	1643	1987	-1/1	ei	hyvä	
Leppävesi	4h, k, s, kph, ...	rt	9400	195000	2074	2011	-1/1	ei	hyvä	C2007
Leppävesi	Oh,4mh,k,s,kph,2wc	ok	14700	273000	1857	2010		ei	hyvä	A2007
Leppävesi	5h,k,kph,s,khh,...	ok	12100	169000	1397	2007		ei	tyyd.	D2018
Leppävesi	4h,k,kh,s,ullak...	rt	13700	164500	1201	1976		ei	tyyd.	D2013
Leppävesi	4h, k, s, kph, ...	rt	8400	153500	1827	2000	1/1	ei	hyvä	E2013
Leppävesi	4h,k,kh,s,wc	ok	13900	130000	935	1952		ei	tyyd.	
