Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Vuosaari	1h+kk	kt	3200	135500	4234	1971	4/6	ei	hyvä	
Vuosaari	1h, avok, kph, ...	kt	3700	192000	5189	2019	3/4	on	hyvä	C2018
Vuosaari	1h, kk, alkovi,...	kt	3000	111000	3700	1972	7/8	on	hyvä	E2007
Vuosaari	1h+k	kt	3750	130000	3467	1967	4/7	on	tyyd.	F
Meri-rastila	2h, kk, parveke	kt	4300	135000	3140	1991	2/3	ei	tyyd.	E2007
Meri-rastila	2h+kk	kt	4700	150000	3191	1991	3/3	ei	tyyd.	D2018
Rastila	2h, avok, kph, ...	kt	4400	200000	4545	2002	1/6	on	hyvä	D2007
Rastila	2h, avok, kph, ...	kt	4750	191000	4021	2001	3/5	on	hyvä	
Vuosaari	2h, kk, s, las....	kt	5200	168000	3231	2001	3/7	on	tyyd.	F2013
Vuosaari	2h+kk+s	kt	4850	196000	4041	2001	6/7	on	hyvä	F2013
Kallahti	2h+kk+s+las.p	kt	4400	160000	3636	1995	2/6	on	hyvä	F2013
Vuosaari	2h, k, kph, las...	kt	5850	142000	2427	1967	7/7	on	tyyd.	F2007
Vuosaari	2h, k, s	kt	5900	165000	2797	1981	1/3	ei	tyyd.	F2013
Vuosaari	2h, k, kph, las...	kt	4600	142000	3087	1965	3/3	on	hyvä	E2007
Vuosaari	2h, kk, s + par...	kt	4750	165000	3474	1993	3/5	on	hyvä	
Vuosaari	2h, kk	kt	4800	139000	2896	1965	1/3	on	tyyd.	E2007
Vuosaari	2 h, kt, s, kak...	kt	5400	335000	6204	2017	7/7	on	hyvä	C2013
Vuosaari	2h+kk+vh+parveke	kt	4100	156000	3805	1965	2/3	on	hyvä	E2007
Vuosaari	2h, k, kph, 2 vh	kt	5450	144000	2642	1966	1/2	ei	tyyd.	D2007
Vuosaari	2h, k, kh, lasi...	kt	5700	145000	2544	1972	8/8	on	tyyd.	E2007
Meri-rastila	2h, k	kt	5700	144000	2526	1991	2/3	ei	hyvä	E
Vuosaari	2h,k,kph,vh,par...	kt	5500	155000	2818	1965	3/3	ei	hyvä	E2007
Vuosaari	2h, avokeitti...	kt	5250	220000	4190	2005	1/4	on	hyvä	D2007
Vuosaari	2h, avok, s, parv.	kt	4450	168000	3775	1994	4/5	on	tyyd.	F
Vuosaari	2h, kk, s, parveke	kt	4400	154000	3500	1994	3/3	on	tyyd.	E2007
Vuosaari	2h,k,kph,s,tera...	rt	5530	205000	3707	1989	1/1	ei	hyvä	E2018
Vuosaari	3h, k, kph, sau...	kt	7500	207000	2760	2000	4/6	on	tyyd.	E
Vuosaari	3h, k, kph, las...	kt	7000	210000	3000	1966	3/3	ei	hyvä	
Vuosaari	3h+kk+s+ patio	kt	6750	241500	3578	1999	1/5	on	hyvä	D2013
Meri-rastila	3 h, k, kph, pa...	kt	7350	180000	2449	1991	1/3	ei	tyyd.	
Vuosaari	3h,k,kph,lasite...	kt	7000	206000	2943	1967	1/3	ei	hyvä	
Vuosaari	3h, k, kph, s, ...	kt	7700	275000	3571	2000	4/4	on	hyvä	F
Vuosaari	3h, k, s, erill...	rt	8200	295000	3598	1978	1/1	ei	hyvä	
Ramsinniemi	3h,k,kph,s,wc,t...	rt	8600	395000	4593	2012	-1/2	ei	hyvä	D
Rastila	3h, k, kph, wc,...	kt	7100	166000	2338	1972	6/8	on	tyyd.	E2007
Rastila	3h, k, kh/s	rt	7800	356000	4564	2013	1/1	ei	hyvä	A2007
Vuosaari	4h, k, s	kt	9450	243000	2571	2001	2/7	on	hyvä	F2013
Vuosaari	5h+k+th+kph+s+2xwc	rt	12250	360000	2939	1975	1/1	ei	hyvä	
Rastila	4h+k+s	rt	11000	329706	2997	1972	1/1	ei	tyyd.	E2013
Vuosaari	4h, k, kph, sau...	kt	8850	304000	3435	2001	4/4	ei	hyvä	
Aurinkolahti	4h+k+kph+s+2las...	kt	8700	482000	5540	2000	3/7	ei	hyvä	
Vuosaari, ramsinniemi	5-6h, k, s, khh...	rt	16300	350000	2147	2000	2/2	ei	hyvä	
Vuosaari	4h+k+s	rt	11300	378000	3345	1987	1/1	ei	hyvä	
Vuosaari	4h+avok+rt+khh+...	rt	12400	305000	2460	1979	1/1	ei	tyyd.	
Vuosaari	4h, k, s, eril....	rt	9300	270000	2903	1978	1/1	ei	tyyd.	
Kallahti	4 h+avok+s+lasi...	kt	10250	515000	5024	2000	4/5	on	hyvä	D2007
Ramsinranta	4h, k, s, kph, ...	rt	11000	495000	4500	2012	1/2	ei	hyvä	D2007
Vuosaari	4h, k, kph, eri...	kt	7800	206000	2641	1966	1/3	ei	hyvä	E2007
Vuosaari	4h+k+kh+s+p+var...	rt	9000	292000	3244	1979	1/2	ei	hyvä	F2011
Vuosaari	4h, k, wc, s, k...	kt	9050	259000	2862	1995	3/3	on	hyvä	D2007
Rastila	4h, k, s	rt	9500	280000	2947	1979	1/1	ei	tyyd.	
Rastila	4h,k,wc, kodinh...	rt	12000	312000	2600	1983	1/1	ei	tyyd.	
