Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Pietola	1h,kk	kt	3500	54000	1543	1975	1/3	ei		G2013
Janhua	1h+k	kt	3300	38000	1152	1978	3/6	on	huono	E2013
Keskusta	1h,kk	kt	2900	54000	1862	1971	2/5	on		F2013
Pietola	1h,kk	kt	3300	40000	1212	1967	4/4	on		F2013
Ketunkallio	1h,kk	kt	3000	42000	1400	1975	1/6	on		F2013
Ketunkallio	1h,kk	kt	3000	52000	1733	1979	2/6	on		F2007
Ketunkallio	1h,k	kt	3600	49000	1361	1976	2/4	ei		F2013
Pietola	1h+k	kt	3700	52000	1405	1966	4/5	ei	hyvä	G2013
Sorvakko	studio,kph,tera...	kt	3900	136675	3504	2018	2/6	on	hyvä	C
Sorvakko	studio,kph,saun...	kt	5100	181050	3550	2018	2/6	on	hyvä	C
Keskusta	2h+k	kt	4200	57000	1357	1972	1/3	ei		G2013
Janhua	2h,kk,s	kt	4800	60000	1250	1989	1/6	on		F2013
Keskusta	2h+k	kt	5000	57000	1140	1954	3/3	ei		F2013
Santtio	2h,k	kt	5400	49500	917	1974	2/5	on		F2013
Sorvakko	1mh,wc,tupakeit...	kt	6300	231250	3671	2018	4/6	on	hyvä	A2018
Keskusta	2h,k,s	kt	5200	165500	3183	2013	4/5	on	hyvä	D2013
Santtio	2h+k	kt	5700	50000	877	1973	1/6	on		G2013
Sorvakko	1mh,wc,tupakeit...	kt	5400	205975	3814	2018	5/6	on	hyvä	A2018
Pietola	2h+k	kt	5700	75000	1316	1967	2/5	on		F2013
Hakametsä	2h,k	kt	5900	57000	966	1975	1/3	ei		D2007
Hakametsä	2h,k	kt	6000	69000	1150	1976	6/6	on		F2013
Sorvakko	2h+k	kt	6200	70000	1129	1966	2/5	ei	hyvä	
Hakametsä	2h+k	kt	5900	59500	1008	1975	1/3	ei		F2013
Ketunkallio	2h+k	kt	5900	54000	915	1975	3/3	ei		E2013
Kukonmäki	2h,k	kt	5600	72500	1295	1963	4/5	on		F2013
Sorvakko	1mh,wc,tupakeit...	kt	5400	211325	3913	2018	6/6	on	hyvä	A2018
Ketunkallio	2h,kk	kt	5400	58000	1074	1976	1/3	ei		G2013
Kukonmäki	2h,k	kt	5600	65990	1178	1963	3/5	on		F2013
Pietola	2h,k	kt	5900	64500	1093	1967	3/4	on	hyvä	F2013
Santtio	2h+k	kt	5700	65000	1140	1971	2/5	on	hyvä	C2013
Santtio	2h+k	kt	5700	50815	891	1974	4/5	on		F2013
Uusikaupunki	2h+k+lasitettu ...	kt	5900	54000	915	1975	2/3	ei	hyvä	E2007
Santtio	2h+k	kt	5200	52000	1000	1975	1/5	on		F2013
Sorvakko	2h,kk	kt	3700	57008	1541	1966	2/5	on		C2007
Janhua	2h+k+s	kt	6300	73500	1167	1989	1/6	on		F2013
Hakametsä	2h+k	kt	5900	57000	966	1975	3/3	ei		D2013
Sorvakko	2h,k	kt	6200	69700	1124	1969	1/5	on		F2013
Santtio	3h+k+s	rt	7700	110000	1429	1975	1/1	ei	hyvä	D2013
Sorvakko	3(4)h+k+s	rt	10700	132000	1234	1970	1/1	ei	hyvä	
Santtio	3h+k+s	rt	7700	105000	1364	1975		ei		D2013
Santtio	3h+k	kt	7450	68000	913	1974	1/5	ei	hyvä	
Santtio	3h,k,s	rt	7700	109000	1416	1975	1/1	ei		D2013
Sorvakko	2mh,wc,tupakeit...	kt	7700	271575	3527	2018	2/6	on	hyvä	A2018
Sorvakko	2mh,wc,tupakeit...	kt	7700	284900	3700	2018	4/6	on	hyvä	A2018
Ketunkallio	3h+k	kt	7500	65000	867	1976	3/4	ei		F2013
Santtio	3h+k	kt	7500	67000	893	1974	5/5	on		F2013
Keskusta	3,h,s	kt	7900	125000	1582	1992	2/5	on		F2018
Santtio	3h+k	rt	7900	59500	753	1973	1/2	ei		E2013
Keskusta	3h,k	kt	7100	117000	1648	1973	3/5	on		G2013
Santtio	3h+k	kt	7400	60000	811	1971	2/5	on		C2013
