Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Keljo	2h,k,s	rt	5890	182000	3090	2019	1/1	ei	hyvä	B2018
Keljonkangas	2h,k,kph,s	rt	5600	120000	2143	1988	1/1	ei	hyvä	C2013
Keljonkangas	2h,kk,s	rt	3900	85000	2179	1989	1/1	ei	tyyd.	G2013
Keljo	3h,k,s	kt	8400	247000	2940	2019	1/1	ei	hyvä	B2018
Sääksvuori	3h, k, s, kph, ...	rt	8270	199500	2412	2013	1/1	ei	hyvä	B2007
Sääksvuori	3h, k, s, kph, ...	rt	8270	205000	2479	2013	1/1	ei	hyvä	B2007
Kaijanlampi	3h, k, s, kph, ...	rt	8300	178000	2145	2004	1/1	ei	hyvä	
Sarvivuori	4h,k,kph,s,khh,...	ok	14100	280000	1986	2006		ei	hyvä	
Sarvivuori	5h, k, kph, s, ...	ok	11200	253000	2259	2018	-1/2	ei	hyvä	C2013
Keljo	4h,k,s	rt	9920	284000	2863	2019	1/1	ei	hyvä	B2018
Keljonkangas	4h, k, s, kph, ...	rt	8750	157000	1794	1988	1/1	ei	hyvä	C2007
Sarvivuori	5h, k, kph, s, ...	ok	11200	253000	2259	2018	-1/2	ei	hyvä	C2013
Keljonkangas	5h,k,kh,s,2wc,k...	ok	16100	200000	1242	1986		ei	tyyd.	C2013
Keljonkangas	5h,k,s,kph,khh	rt	11600	186000	1603	1991	1/1	ei	hyvä	
Sarvivuori	4h+k+s+aula	rt	10100	205000	2030	2007	1/2	ei	hyvä	D2013
Keljonkangas	5h,k,vh,wc,khh,...	ok	12300	203000	1650	1997		ei	tyyd.	
Keljonkangas	4h,k,kph,s,at	ok	10600	172000	1623	1980		ei	tyyd.	
Sääksvuori	4h, k, kph, s, ...	rt	9900	230000	2323	2014	-1/1	ei	hyvä	C2013
Sarvivuori	3mh+oh+k+2wc+kh...	ok	10000	198000	1980	1994		ei	tyyd.	C2018
Sarvivuori	oh,k,3mh,tkh,kp...	ok	16800	227000	1351	2000	-1/2	ei	tyyd.	E2013
Keljonkangas	4h,k,khh,kh,s	ok	10500	179000	1705	1955		ei	tyyd.	E2018
