Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Siltamäki	1h+kk+vh+kph+p	kt	3300	117000	3545	1972	1/3	ei	tyyd.	G2013
Siltamäki	1h, kk, kph/wc,...	kt	2600	85000	3269	1970	2/2	ei	tyyd.	E2007
Siltamäki	1h, kk, kh, vh,...	kt	3300	113000	3424	1971	1/2	ei	tyyd.	F2013
Siltamäki	2 h+kk	kt	4850	125000	2577	1970	1/2	ei	tyyd.	G2013
Siltamäki	2h+k	kt	6300	117000	1857	1972	1/3	ei	tyyd.	G2013
Siltamäki	2h, kk, kph/wc,...	kt	4150	110000	2651	1970	2/2	ei	hyvä	E2007
Töyrynummi	2h + k +s	rt	5250	204000	3886	1986	1/1	ei	hyvä	E2007
Siltamäki	2h+k+kph+vh+piha	kt	4850	133000	2742	1969	1/2	ei	tyyd.	F
Siltamäki	2 h, k, lasitet...	kt	6350	98000	1543	1974	2/2	ei	tyyd.	G2013
Siltamäki	2 h, k, s, p	rt	5500	209000	3800	1986	2/2	ei	hyvä	E2007
Suutarila	2h+k	kt	5900	152000	2576	1982	2/2	ei	hyvä	G2013
Siltamäki	3h, k	kt	8050	130000	1615	1974	2/2	ei	huono	G2013
Suutarila	3h+k+s	rt	7450	210000	2819	1979	1/1	ei	tyyd.	
Tapaninvainio, suutarila	3h+k+sauna	rt	8500	250000	2941	1979	1/1	ei	tyyd.	
Siltamäki	3h, k, vh ja la...	kt	8050	170000	2112	1970	1/3	ei	hyvä	F2013
Suutarila	3h, avok, s, kp...	rt	7800	249000	3192	1980	-1/2	ei	hyvä	
Siltamäki	3h+k+kph+parveke	kt	8050	130000	1615	1969	2/3	ei	hyvä	G2013
Suutarila	3h, k, kph, s, ...	rt	7800	250000	3205	1980	1/2	ei	hyvä	E2013
Siltamäki	3h+k	kt	8050	110000	1366	1968	3/3	ei	huono	G
Siltamäki	2 mh, oh, k, kp...	kt	8050	127000	1578	1968	2/3	ei	tyyd.	F2013
Suutarila	3h, k, kph, s, ...	rt	7800	177000	2269	1980	1/2	ei	huono	E2013
Siltamäki	3h+k+s	rt	6800	210000	3088	1989	1/1	ei	tyyd.	E2018
Suutarila	3h, k, s	kt	7450	187000	2510	1982	2/2	ei	tyyd.	G2013
Siltamäki	3h, k, kph, eri...	kt	8050	160000	1988	1969	3/3	ei	hyvä	
Suutarila	3h, k, s	rt	8150	240000	2945	1980	1/2	ei	tyyd.	E2007
Suutarila	4h, k, s, kph, ...	rt	10500	277000	2638	1982	-1/2	ei	hyvä	D2013
Suutarila	4h, k, s, kph, ...	ok	14200	475000	3345	2009	-1/2	ei	hyvä	
Siltamäki	4H+K+S+VH+2KPH	kt	11450	225000	1965	1970	2/2	ei	hyvä	
Siltamäki	4-5h+k+kph+lasi...	kt	11150	165000	1480	1971	2/3	ei	tyyd.	
Suutarila	6h, k, rt, s/ph...	ok	13650	305000	2234	1983	-1/1	ei	tyyd.	E2018
Suutarila	5-6, kht, kph, ...	ok	22000	360000	1636	1972		ei	hyvä	
Siltamäki	4 h, avokeitti&...	kt	9750	200000	2051	1969	3/3	ei	hyvä	F2013
Suutarila	4 h, k, s, khh,...	ok	12800	355000	2773	1996	1/1	ei	tyyd.	
Suutarila	5h, k, kph, s, vh	rt	11100	255000	2297	1979	1/2	ei	tyyd.	E2007
Siltamäki	5-6h, k, kph, e...	kt	12850	272000	2117	1973	2/3	ei	hyvä	F2013
Suutarila	4h, k, s-os., w...	rt	10500	255000	2429	1982	-1/2	ei	tyyd.	C
Tapaninkylä	4h, k, s	rt	10050	260000	2587	1982	-1/2	ei	hyvä	D2013
Suutarila	4h, k, s	rt	8400	335000	3988	2015	1/2	ei	hyvä	C2013
Suutarila	4h, avok., saun...	ok	8300	400000	4819	2013	-1/1	ei	hyvä	D
Siltamäki	4h, ak, s/ph, w...	rt	10400	402500	3870	2017	1/2	ei	hyvä	C
