Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Luolavuori	1h+k+kph	kt	3000	99000	3300	1958	2/5	ei	tyyd.	F2013
Vasaramäki	1h,kk,kph/wc	kt	2800	85000	3036	1960	3/4	ei	hyvä	F2007
Luolavuori	1h, k	kt	3000	82800	2760	1958	3/5	ei	tyyd.	
Luolavuori	1h,k,kph,las.pa...	kt	3000	94000	3133	1969	7/8	on	tyyd.	D2007
Luolavuori	1-2h, kk, wc/kp...	kt	3000	110000	3667	1972	3/8	on	hyvä	F
Luolavuori	2h, k, parveke	kt	5250	114000	2171	1967	5/8	on	tyyd.	D2013
Petrelius	2h+k+p	kt	6100	131000	2148	1972	6/8	ei	tyyd.	
Petrelius	2h, k, parveke	kt	6000	129000	2150	1974	2/8	on	hyvä	D
Vasaramäki	2h+kk	kt	4200	122000	2905	1958	4/4	ei	hyvä	
Keskusta	2h+k+kph+parveke	kt	5400	135000	2500	1959	8/8	on	hyvä	F2013
Vasaramäki	2h+k	kt	5000	123000	2460	1963	4/4	ei	tyyd.	F
Vasaramäki	2h,k	kt	5000	136749	2735	1963	4/4	ei	hyvä	E2013
Petrelius	2 h, k, vh, p	kt	6200	128000	2065	1976	4/8	on	tyyd.	D2007
Vasaramäki	2h,k,kph,las.parv	kt	5000	135500	2710	1962	2/4	ei	hyvä	E2013
Luolavuori	2h,kk,kph,ransk...	kt	4500	130000	2889	1958	5/8	on	tyyd.	F2013
Vasaramäki	2 h,k,kph,parv	kt	5000	105000	2100	1963	2/4	ei	tyyd.	F2013
Vasaramäki	2h, k	kt	5300	120000	2264	1963	4/4	ei	hyvä	D
Luolavuori	3h, k	kt	5100	142000	2784	1958	4/8	on	hyvä	F2013
Petrelius	3 h, k, kph, wc...	kt	7650	162000	2118	1974	1/8	on	hyvä	D2013
Vasaramäki	2mh,avok/oh,kph,p	kt	5000	140000	2800	1963	2/4	ei	hyvä	F2013
Vasaramäki	3h+k+kph+p	kt	6000	145000	2417	1965	3/5	on	tyyd.	F
Vasaramäki	3h,avok,kph,vh,p	kt	6000	154100	2568	1957	1/4	on	hyvä	
Petrelius	3h+k+parv	kt	7700	128000	1662	1976	2/8	on		D2007
Petrelius	3h+k+parv	kt	7500	160000	2133	1969	2/8	on	hyvä	F2014
Luolavuori	3 h, k, kph, p	kt	7600	127500	1678	1968	6/8	ei	tyyd.	
Petrelius	3h,k,kph,vh,parv.	kt	7500	152500	2033	1972	5/8	on	hyvä	F2013
Luolavuori	3h, k, s, p	kt	7700	164500	2136	1980	6/8	on	hyvä	C
Luolavuori	3h,kk,rp	kt	5100	112500	2206	1958	3/8	on	tyyd.	F2013
Luolavuori	3h, k	kt	5100	128000	2510	1958	4/8	on	tyyd.	F2013
Petrelius	3mh, oh, k, rt,...	kt	19600	380000	1939	1980	8/8	on	hyvä	C2007
Luolavuori	6h, k, 3 wc, 2 ...	ok	19300	375000	1943	1953	-1/3	ei	hyvä	
Luolavuori	4h+k+kph+s+3xer...	ok	15000	319550	2130	1949		ei	hyvä	D2018
Luolavuori	3-4 h,k,kph,wc,...	kt	8900	157000	1764	1968	7/8	on		F2013
Luolavuori	2 mh, oh, k, kp...	ok	14300	228000	1594	1959	1/1	ei	tyyd.	
