Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Laajalampi	1h, k	kt	3200	20000	625	1974	1/6	on	tyyd.	D2007
Kattilansilta	1h, kk	kt	3400	40000	1176	1969	1/3	ei	hyvä	D2007
Laajalampi	1h, kk	kt	3450	33000	957	1974	4/5	on	hyvä	D2007
Laajalampi	2h, kk	kt	5000	32000	640	1979	3/3	on	hyvä	D2007
Laajalampi	2h, k, s	kt	6000	42000	700	1975	6/6	on	hyvä	D2007
Laajalampi	2h, k, s	kt	6300	33000	524	1986	1/3	on	hyvä	E2007
Laajalampi	2h, k	kt	6000	32000	533	1974	5/6	on	tyyd.	D2007
Laajalampi	2h, kk	kt	5000	47691	954	1975	5/6	on	tyyd.	
Laajalampi	2h, k, vh	kt	6000	48000	800	1974	6/6	on	hyvä	D2007
Laajalampi	2h,k	kt	6000	33500	558	1974	3/6	on	huono	D2007
Kattilansilta	2h,k,s	kt	5700	41000	719	1968	3/3	ei	huono	C2007
Laajalampi	2h, k, s	kt	6300	63500	1008	1986	4/5	on	hyvä	E2007
Kattilansilta	3h,k	kt	7300	50000	685	1968	3/3	ei	hyvä	C2007
Laajalampi	3h, k	kt	7400	51650	698	1974	5/5	on	hyvä	D2007
Laajalampi	3h,k,s	kt	8000	60000	750	1976	4/6	on		D2013
Kattilansilta	4h, k, s, khh, ...	rt	10250	212000	2068	2000		ei	hyvä	
