Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Länsi-pasila	1h, k, kph, khh	kt	3500	225000	6429	2017	-1/2	ei	hyvä	
Länsi-pasila	1h, ikk, kh, la...	kt	3350	200000	5970	1981	2/4	on	tyyd.	F2013
Pasila	1h+kt	kt	3000	187480	6249	2019	5/8	on	hyvä	C2007
Pasila	1h+kt	kt	3000	183281	6109	2019	5/8	on	hyvä	C2007
Pasila	1h+kt	kt	3400	214978	6323	2019	7/8	on	hyvä	C2007
Länsi-pasila	2h, k	kt	5500	270000	4909	1981	2/5	on	hyvä	F2013
Länsi-pasila	2h, k, kph, las...	kt	5450	230000	4220	1981	1/5	on	tyyd.	F2013
Länsi-pasila	2h, kk, s, parveke	kt	5050	285000	5644	2011	1/6	on	hyvä	D2014
Pasila	2h+kt	kt	4500	249650	5548	2019	5/8	on	hyvä	C2007
Länsi-pasila	2 h, avok, s, v...	kt	6050	324500	5364	2012	1/5	on	hyvä	C2013
Länsi-pasila	2h+avok+vh+kph+...	kt	6050	365000	6033	2012	5/5	on	hyvä	C2013
Länsi-pasila	2h, k, kph, las...	kt	5850	245000	4188	1985	5/6	ei	tyyd.	
Ilmala	2h, avok., kph,...	kt	4550	310000	6813	2013	4/5	on	hyvä	A2007
Länsi-pasila	2h+k	kt	5250	252000	4800	1987	4/4	ei	hyvä	E2013
Länsi-pasila	2h, avok., kph,...	kt	5300	252000	4755	2012	1/7	on	hyvä	C2013
Länsi-pasila	2h, kt, kph, la...	kt	3550	245000	6901	2017	4/5	on	hyvä	C2013
Ilmala, länsi-pasila	3h+k+kph+s+p	kt	7800	460000	5897	2010	3/6	on	hyvä	D2013
Länsi-pasila	3-4h, k, kph, s...	kt	9850	619000	6284	2013	5/5	on	hyvä	A2007
Länsi-pasila	3h, kt, kph, s,...	kt	7000	412000	5886	2013	1/5	on	hyvä	A2013
Länsi-pasila	3h, k, kph, sau...	kt	6950	445000	6403	2012	3/4	on	hyvä	D2013
Pasila	3h+kt	kt	5300	289390	5460	2019	7/8	on	hyvä	C2007
Pasila	3h+kt	kt	5400	293990	5444	2019	6/8	on	hyvä	C2007
Länsi-pasila	3h+k+s	kt	8000	298000	3725	1981	2/5	ei	tyyd.	E2007
Länsi-pasila	4h, k, s, parv.	kt	9650	362000	3751	1986	3/5	on	tyyd.	F2013
Länsi-pasila	4h+k+s	kt	9500	477000	5021	1984	3/3	ei	hyvä	F2013
Ilmala	4h+k+s	kt	9350	510000	5455	2010	3/6	ei	hyvä	
