Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Paavola	2h,k	kt	5850	55000	940	1975	3/4	ei	tyyd.	D2007
Paavola	2h,k	kt	5700	62000	1088	1978	3/3	ei	hyvä	F2013
Paavola	2h,k	kt	6400	50000	781	1975	3/3	ei	tyyd.	D2013
Paavola	2h,k	kt	6100	77000	1262	1983	2/6	on	hyvä	D2007
Paavola	2h,k	kt	6100	80000	1311	1983	1/6	on	hyvä	D2007
Paavola	2h,k,psh/wc,vh	kt	6250	60000	960	1973	2/5	on	hyvä	E2007
Paavola	2h, kk, vh, kph...	kt	4800	60000	1250	1978	3/3	ei	hyvä	F
Paavola	3h,kt,s,var	rt	8200	111583	1361	1974	1/2	ei	hyvä	G2013
Paavola	3h,k,wc,vh,kh,s	rt	8450	150000	1775	1979	1/2	ei	hyvä	D2007
Paavola	3h, k, kph/wc, ...	kt	7150	64500	902	1978	1/3	ei	hyvä	F
Paavola	3h,k	kt	6900	59000	855	1972	1/3	ei	tyyd.	E2007
Kulomäki	3 ( 4 ) h, k,s	rt	8450	148000	1751	1979	2/2	ei	hyvä	D
