Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Muotiala	Oloh,alk'ovi,av...	kt	3450	126000	3652	2011	2/2	ei	hyvä	E2013
Viinikka	1h, k, kh	kt	3300	89000	2697	1950	2/2	ei	hyvä	
Nekala	1h, k,wc/kph	kt	3200	53500	1672	1941	2/2	ei	tyyd.	
Nekala	1h, k	kt	3200	59000	1844	1941	1/2	ei	hyvä	
Nekala	1h, k	kt	2920	55000	1884	1946	2/2	ei	tyyd.	
Viinikka	1h,k,kph	kt	3200	72000	2250	1950	1/2	ei	hyvä	B2018
Nekala	1h, k, kph	kt	4000	81000	2025	1939	1/2	ei	hyvä	F2013
Nekala	1h, k	kt	3200	46400	1450	1945	1/2	ei	tyyd.	F2013
Nekala	1h, kk, wc	kt	2500	38000	1520	1937	2/2	ei	tyyd.	
Viinikka, nekala	h+k+wc	rt	3000	75000	2500	1947	1/2	ei	hyvä	
Nekala	1h, k	kt	3200	57962	1811	1941	1/2	ei	tyyd.	G2013
Nekala	1h, alkovi, k, sh	kt	3600	72000	2000	1947	1/2	ei	hyvä	
Nekala	1h, k	kt	3200	46000	1438	1945	2/2	ei	hyvä	F2013
Nekala	1h+k	kt	2750	36000	1309	1942	1/2	ei	huono	G2013
Nekala	1h, k, kph	kt	3200	68000	2125	1945	2/2	ei	hyvä	
Nekala	1h, k, wc	kt	3200	54000	1688	1948	1/2	ei	tyyd.	D2007
Muotiala	1h, kt, alk	kt	2950	120000	4068	2015	1/2	ei	hyvä	C2013
Muotiala	1h, kk, alk	kt	2950	128000	4339	2015	1/2	ei	hyvä	C2013
Nekala	1h, k, kph	kt	3200	58500	1828	1948	2/2	ei	tyyd.	G2013
Nekala	1h,k	kt	3800	75000	1974	1945	2/2	ei	tyyd.	D2007
Nekala	2h,k,kph,s,wc,v...	kt	6100	144500	2369	1985	3/3	ei	hyvä	F2013
Nekala	2h, kk, kph	kt	4450	94000	2112	1963	1/3	ei	hyvä	F2013
Nekala	2h,k,kph,vh	kt	5300	118000	2226	1950	2/2	ei	hyvä	
Muotiala	2h+k+kph/wc+s+l...	kt	5650	201000	3558	2006	3/4	ei	hyvä	
Nekala	2h, avokeitti...	kt	3200	86000	2688	2013	1/2	ei	hyvä	
Nekala	2h,k,s	kt	6500	120000	1846	1985	2/3	ei	hyvä	F2013
Muotiala	2h, kt, kph/wc,...	kt	4200	163000	3881	2013	2/2	ei	hyvä	C2013
Muotiala	2h, k, s	kt	5600	191500	3420	2007	2/3	on	hyvä	
Nekala	2h+k+kph	kt	4500	86000	1911	1952	1/2	ei	hyvä	
Muotiala	2h, k, s, lasit...	kt	5600	195000	3482	2007	3/3	on	hyvä	
Nekala	2h, k, kph, vh,...	kt	5700	88500	1553	1971	2/3	ei	tyyd.	G2013
Muotiala	2h,avokeitti...	rt	6400	214000	3344	2011	1/2	ei	hyvä	E2013
Nekala	2h,kk,kph,vh,parv.	kt	5300	120000	2264	1956	3/3	ei		F2013
Viinikka	2h,k	kt	5500	106000	1927	1950	1/2	ei	tyyd.	F2007
Viinikka	2h, k, kph/wc	kt	5300	101000	1906	1951	1/2	ei	tyyd.	
Muotiala	2h+k+s	rt	5250	199000	3790	2012	1/1	ei	hyvä	B2007
Nekala	3h,k,s	kt	7300	155000	2123	1985	1/3	ei	hyvä	F2013
Viinikka	3h,k	kt	7500	134000	1787	1950	2/2	ei		F2007
Nekala	3h, k, kph, vh, p	kt	7700	130000	1688	1971	1/3	ei	hyvä	G2013
Muotiala	3h,k,s	kt	7700	220000	2857	2004	2/3	on	hyvä	F2013
Muotiala	4h+k+s	rt	9400	342000	3638	2012	1/2	ei	hyvä	C2018
Muotiala	4h, k, kph/s, 2...	rt	9300	270000	2903	2004	-1/2	ei	hyvä	
Muotiala	4-5h, k, s, 2xk...	rt	11300	310000	2743	2010	3/3	ei	hyvä	E
Muotiala	4h,k,s,kph,aula...	rt	11600	386200	3329	2008	1/2	ei	hyvä	D2013
Muotiala	5h+k+s	rt	12000	435000	3625	2014	1/2	ei	hyvä	C2007
Muotiala	4h, k, oleskelu...	rt	10950	289000	2639	2008	3/3	ei	hyvä	
