Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Aurinkolahti	2h, kk, s, parveke	kt	4600	230000	5000	2003	4/5	on	hyvä	G
Aurinkolahti	2h, kk, s	kt	5350	238000	4449	2007	2/3	on	hyvä	C
Aurinkolahti	Oh, rt, k, mh, ...	kt	5350	292000	5458	2016	1/5	on	hyvä	C2013
Aurinkolahti	2h, kt, s, kph,...	kt	5100	250000	4902	2012	1/6	on	hyvä	B2007
Aurinkolahti	2h+k+s	kt	5350	318000	5944	2002	2/5	on	tyyd.	C2007
Aurinkolahti	2h, k, s + las....	kt	5950	245000	4118	2000	4/8	on	hyvä	G
Vuosaari	2h, avok, kph, p	kt	4350	238500	5483	2006	8/26	on	hyvä	E
Vuosaari	2h+k+s	kt	6000	230000	3833	2000	4/8	on	tyyd.	E2007
Aurinkolahti	2h, kk, s, parveke	kt	5750	320000	5565	2012	4/6	on	hyvä	B
Aurinkolahti	2h+k+s+iso parv...	kt	4800	235000	4896	2004	5/6	ei	tyyd.	
Aurinkolahti	2 h, kk, s, las...	kt	4900	234000	4776	2004	2/7	on	hyvä	C2007
Vuosaari	2h+kt+s	kt	5600	278000	4964	2013	4/6	on	hyvä	B2018
Aurinkolahti	2h, k, s, vh, l...	kt	6250	267000	4272	2005	3/6	on	hyvä	E2007
Aurinkolahti	2h, avok, s	kt	4600	253000	5500	2011	2/5	on	hyvä	D
Aurinkolahti	2h+kk+kph+s+par...	kt	5000	270000	5400	2006	4/5	on	hyvä	D
Aurinkolahti	2h, k, sauna, k...	kt	5600	270000	4821	2004	4/4	on	hyvä	E2007
Aurinkolahti	2h,k,s	kt	5900	280000	4746	2005	4/6	on	hyvä	E2007
Aurinkolahti	2h, kk, sauna j...	kt	5450	250000	4587	2005	3/7	on	hyvä	D2007
Aurinkolahti	3h+k+s	kt	7700	392000	5091	2006	5/6	on	hyvä	D2007
Aurinkolahti	3h, avok, s, kp...	kt	8800	462000	5250	2007	2/6	on	hyvä	E2013
Aurinkolahti	3h, kk, s, vh, ...	kt	7150	335000	4685	2012	2/6	on	hyvä	D2018
Aurinkolahti	3h, kk, kph, s,...	kt	6650	320000	4812	2008	3/6	on	hyvä	B2007
Aurinkolahti	3h, k, s + las....	kt	8400	338000	4024	2006	3/3	on	hyvä	D
Aurinkolahti	3h	kt	8500	349000	4106	2004	1/3	on	hyvä	E2007
Aurinkolahti	3h, k, s, teras...	kt	9450	515000	5450	2012	5/6	on	hyvä	B
Aurinkolahti	3h, k, s	kt	8100	419000	5173	2013	4/5	on	hyvä	A2007
Aurinkolahti	3h+k+s+p	kt	7100	353000	4972	2008	7/9	on	hyvä	C2007
Aurinkolahti	3h, k, kph, s, ...	kt	8200	345000	4207	2004	6/7	on	hyvä	C2007
Aurinkolahti	3h, kk, s, las....	kt	6400	280000	4375	2001	2/6	on	hyvä	E
Aurinkolahti	3h+k+s+terassi	kt	6000	305000	5083	2011	1/6	on	hyvä	D
Aurinkolahti	3h+k+s	kt	8600	360000	4186	2005	5/8	on	hyvä	D2007
Aurinkolahti	4h, k, s, eril....	kt	10200	418000	4098	2006	3/7	on	hyvä	D
Aurinkolahti	4-5h+k+s	rt	10900	450000	4128	2003	1/2	ei	tyyd.	E
Aurinkolahti	4h, k, s, kph, ...	kt	10100	507500	5025	2013	3/6	on	hyvä	A
Aurinkolahti	4h,k, 2kph,s, t...	rt	8900	399000	4483	2013	2/2	ei	hyvä	C2013
Aurinkolahti	4h, k, sauna, e...	kt	10600	418000	3943	2006	7/7	on	hyvä	D
Aurinkolahti	4h+k+kh+s+erill...	kt	9400	615000	6543	2005	3/6	on	hyvä	E
Vuosaari	5h, kt, rt, s	rt	12150	374000	3078	2007	1/2	ei	hyvä	E
Aurinkolahti	4h+rt+avok.+kh+...	kt	11600	578000	4983	2002	7/8	on	hyvä	E2013
Aurinkolahti	4h, k, vh erill...	kt	9700	423000	4361	2006	5/6	on	hyvä	E2013
Aurinkolahti	4h, k, s, kph, ...	kt	8750	360000	4114	2004	2/5	on	hyvä	F
