Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Hanko	1h + k +kph/wc	kt	3100	63500	2048	1966	3/5	on	hyvä	E2013
Itäsatama	1h, kt, alk, pi...	kt	5250	456000	8686	2017	1/3	ei	hyvä	
Hanko	1h+k+kph/wc/sauna	rt	4300	49000	1140	1927	1/1	ei	tyyd.	
Keskusta	1h, kk, kph	kt	2600	39000	1500	1962	2/3	ei		D2013
Keskusta	Avokeittiö...	kt	3800	149000	3921	1955	2/4	on	hyvä	D2018
Keskusta	1 h, kk, ranska...	kt	3700	55500	1500	1990	3/3	on		G2013
Keskusta	1 h, kk	kt	3000	41000	1367	1972	1/3	ei		G2013
Keskusta	1 h, kk	kt	3400	25000	735	1966	2/3	ei		F2007
Hanko	1h,kk,kph	rt	3350	28000	836	1971		ei	tyyd.	
Keskusta	1h,kk,vh	rt	3400	47000	1382	1972	1/1	ei	hyvä	
Hanko	2h, k, kph, parv	kt	5000	65000	1300	1964	3/3	ei	hyvä	F2018
Keskusta	2h, avok, kph, ...	kt	7500	600000	8000	2011	3/5	ei	hyvä	
Hanko	2+k+kph+vh+parveke	kt	5800	82000	1414	1978	3/3	ei	hyvä	E2013
Keskusta	2h, k, khp	kt	4800	50000	1042	1957	2/3	ei	hyvä	
Hanko	2h,k,kph,parveke	kt	5250	63000	1200	1970	3/3	ei	hyvä	F2013
Hanko	2h, k, kph, par...	kt	5650	80000	1416	1970	1/3	ei	hyvä	F2013
Hanko	2h+k+kph+parveke	kt	5950	110000	1849	1967	1/3	on	tyyd.	F2007
Hanko	2h, k, kph, parv	kt	5000	58000	1160	1964	2/3	ei	hyvä	
Hanko	2h,kk,kph	kt	3200	47000	1469	1965	1/3	ei	huono	D2013
Keskusta	2h, k, kph	kt	5300	67500	1274	1970	3/6	on	hyvä	F2013
Keskusta	2 h, k	rt	5900	82000	1390	1973		ei		E2013
Hanko	2h, kk, kph, pa...	kt	4400	50000	1136	1963	1/3	ei	hyvä	
Keskusta	2h,kk,kph,parveke	kt	4700	59500	1266	1963	2/3	ei	tyyd.	G2007
Hanko	2h + kk +kph	kt	4400	47000	1068	1961	3/4	ei	hyvä	G
Keskusta	2h,k,kh	kt	8100	160000	1975	1897	3/4	ei	hyvä	G2007
Hanko	2h,avokeitti...	kt	4300	105000	2442	1987	4/6	on	hyvä	G2013
Keskusta	2h,k,kph,vh	rt	6200	70000	1129	1972	1/1	ei	hyvä	
Keskusta	2h,k,kph/sauna,...	kt	6000	68000	1133	1984	3/3	ei	huono	D2013
Hanko	2h, k, kph, las...	kt	6200	79334	1280	1966	2/4	on	hyvä	E2013
Hanko	2h+k+kph+vh	kt	5400	63000	1167	1963	2/3	ei	hyvä	G2007
Keskusta	3h, k, kph,vh	rt	8200	62000	756	1972	1/1	ei	hyvä	G2013
Keskusta	3h, k, kph, las...	kt	7200	135000	1875	1982	2/5	on	hyvä	F
Itäsatama	3-4h, k, 2kpl t...	kt	14650	1266500	8645	2017	3/3	ei	hyvä	
Keskusta	3h,k,kph,parveke	kt	7600	62000	816	1975	1/3	ei	hyvä	G
Keskusta	3h, k, s, erill...	kt	12200	380000	3115	1904	2/2	ei	hyvä	
Hanko	3 h, k, aulahuo...	rt	11600	360000	3103	1890	1/2	ei	hyvä	
Keskusta	3h,k,kph,parveke	kt	8000	103000	1288	1970	2/3	ei	hyvä	F2013
Keskusta	3,k,ph	kt	6500	68072	1047	1968	2/3	ei	hyvä	G2013
Keskusta	12 kpl 2h,k,s j...	rt	104300	520000	499	1985		ei	hyvä	
Hanko	3 makuuhuonetta...	ok	13550	223000	1646	2005	1/1	ei	hyvä	
Keskusta	5 h, k	ok	10000	180000	1800	1920		ei		
Keskusta	6h,k,kph/s,wc	ok	15000	80000	533	1912		ei		
Hanko	4 huonetta, kei...	ok	15300	60000	392	1925	1/1	ei	huono	
Hanko	4h+k	ok	9400	88000	936	1980	1/1	ei	huono	
Hanko		ok	14000	85000	607	1954	2/2	ei	huono	
Hanko	keittiö, o...	ok	14200	234500	1651	2007	1/1	ei	hyvä	
Keskusta	4h, k, kph, s, ...	kt	11100	98000	883	1984	3/3	ei	hyvä	
Hanko	4h+k+kph/wc+eri...	kt	9950	78000	784	1972	3/3	ei	hyvä	
Hanko pohjoinen	2h,kk,kph	rt	6700	65000	970	1971	1/1	ei	hyvä	
