Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Mikkola	2h,kk,s,las.p	kt	4100	129000	3146	2005	2/3	on	hyvä	
Mikkola	2h, k, kph, las...	kt	6500	77500	1192	1974	1/3	ei	tyyd.	E2013
Maarukka	2h,kph,s,las.p	kt	5300	160000	3019	2003	2/4	ei	hyvä	
Metsola	2h,k,var	rt	3900	182000	4667	2019	1/1	ei	hyvä	
Mikkola	2 h + kk	kt	5000	84000	1680	1971	1/3	ei	hyvä	E2007
Mikkola	2h, k	kt	6300	89000	1413	1979	1/6	on	tyyd.	F2013
Metsola	2h,k,kps,s,lasi...	kt	5900	128000	2169	1991	2/3	ei	hyvä	D2007
Matari	2h, kk, s	rt	5900	235000	3983	2018	-1/2	ei	hyvä	C2013
Mikkola	3h+k+s+parveke ...	kt	8050	78000	969	1971	3/3	ei	huono	
Metsola	3h,k,var	rt	8250	304000	3685	2019	1/1	ei	hyvä	
Matari	3h, k, s, vh	rt	7400	214000	2892	1984	1/1	ei	hyvä	B2007
Mikkola	3h+k+vh+kph+wc+p	kt	8250	130000	1576	1978	5/6	on	hyvä	E
Maarukka	3h, k, kph, s, ...	kt	7250	181000	2497	2008	3/3	on	hyvä	C
Mikkola	3h, k	kt	8250	98000	1188	1979	5/6	on	hyvä	F2013
Mikkola	3h, k	kt	8250	100000	1212	1979	2/6	on	hyvä	F2013
Maarukka	4h, k, kph, s, wc	kt	8650	210000	2428	2004	1/4	ei	hyvä	D2013
Mikkola	4h+k+kph+wc+las...	kt	9700	100000	1031	1971	3/3	ei	tyyd.	E2007
