Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Limingantulli	1h+kt	kt	2800	110000	3929	2015	3/5	on	hyvä	C2013
Limingantulli	1h, k, kph, parv.	kt	2800	105000	3750	2015	2/5	on	hyvä	C2013
Limingantulli	1h, k, kph, las...	kt	2800	109000	3893	2016	6/6	on	hyvä	C2013
Etu-lyötty	1h+kt	kt	2800	114000	4071	2015	4/5	on	hyvä	C2013
Etu-lyötty	2h, kk, s	kt	3900	138000	3538	2013	4/5	on	hyvä	A2007
Limingantulli	2h, k, kph, las...	kt	3700	129900	3511	2016	2/6	on	hyvä	C2013
Limingantulli	2h, k, s, vh, l...	kt	5400	193500	3583	2015	8/8	on	hyvä	C2013
Limingantulli	3h, k, s	kt	6400	210559	3290	2018	5/8	on	hyvä	
Limingantulli	3 h,kk,s,lasite...	kt	5900	193500	3280	2011	4/5	on	hyvä	B2007
Limingantulli	3h,k,s,	kt	6300	179000	2841	2008	2/5	on	hyvä	D2013
Etu-lyötty	3h, k, s	kt	7350	217500	2959	2014	4/5	on	hyvä	B2007
