Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Keskusta	1 h, kk, s, p	kt	3250	99000	3046	2008	4/7	on	hyvä	
Keskusta	1h,kk	kt	2750	49250	1791	1962	3/7	on	tyyd.	F2013
Keskusta	Autotalli	kt	1750	20000	1143	1998	1/1	on	hyvä	F
Keskusta	1h+kk+kph/wc+s+...	kt	3500	88320	2523	1989	2/4	on	tyyd.	F2013
Keskusta	1h, kk, kph	kt	2630	61500	2338	1935	3/4	ei	tyyd.	F
Karjaranta	2h, kk, kh, s, ...	kt	3600	114500	3181	2006	4/6	on	hyvä	E
5. osa / itätulli	1h+kk+kph	kt	3600	72000	2000	1978	3/3	on	hyvä	F2013
Keskusta	1h+k	kt	2800	51001	1821	1960	4/6	on	tyyd.	G2013
Isosanta	1h+kk+s	kt	3100	58000	1871	1991	2/3	ei	hyvä	F2018
Keskusta	1h, kt, kh, p	kt	2600	69000	2654	1963	2/7	on	hyvä	
Keskusta	1h+kk	kt	3400	67000	1971	1968	2/4	on		F2013
Keskusta	1 h, kt, kh/wc,...	kt	3300	115000	3485	2006	3/5	on	hyvä	D2013
Aittaluoto	1h+kk	kt	3700	33000	892	1969	1/3	on	tyyd.	F2013
Keskusta	1h,kk,kh	kt	3300	67500	2045	1970	2/5	on	hyvä	D2018
Riihiketo	1h, k, kh, rp	kt	4200	54500	1298	1954	1/3	ei	tyyd.	F
Isosanta	1h, kt, s/ph, rp	kt	3200	70500	2203	2004	2/2	ei	hyvä	D
Keskusta	1h+alk+kk+kph	kt	3700	60224	1628	1972	1/7	on	hyvä	F2013
Keskusta	1h,kk,alk,s	kt	3400	95000	2794	2003	2/6	ei	hyvä	E
8.osa	1h+kk+kph/wc	kt	2800	57000	2036	1946	1/3	ei		G2013
Keskusta	2h+k+kph+wc+ph+s+p	kt	5800	122000	2103	1998	6/9	on		F2013
Keskusta	2h+k+p	kt	4300	142500	3314	2015	2/5	on	hyvä	C2013
5. osa / itätulli	2h+k+s	kt	5200	125000	2404	1987	2/2	ei	hyvä	F2013
Karjaranta	2h, k, s	kt	5100	192200	3769	2020	3/8	on	hyvä	A2018
Keskusta	2h,k,s	kt	5700	130000	2281	2000	2/5	on		F2013
Keskusta	2 h, k, s, kh, p	kt	3950	115000	2911	2009	2/7	on	hyvä	E2013
Isosanta	2h+kk+kph+lasit...	kt	4400	75000	1705	1976	1/4	on	hyvä	F2013
Isosanta	2h,kk,s	kt	5250	55000	1048	1991	2/3	ei	hyvä	F
Keskusta	2h+kk+s	kt	5500	93500	1700	1950	2/6	on	huono	E2013
Keskusta	2h+k+parveke	kt	5700	70000	1228	1963	2/10	on		F2013
Keskusta	2h+k+s	kt	5000	130000	2600	1998	2/6	on	hyvä	D2013
Karjaranta	2h, k, s	kt	5100	222100	4355	2020	8/8	on	hyvä	A2018
Keskusta	2h+k	kt	5300	110000	2075	1962	2/7	on	hyvä	F2013
Keskusta	2h+k+kph/wc+s+p	kt	4000	120000	3000	2009	5/7	on		E2013
Keskusta	2 h, k, kh, s, p	kt	4900	190000	3878	2016	6/16	on	hyvä	C
Keskusta	2h,k,s	kt	4700	85000	1809	1990	3/3	ei		F2018
Aittaluoto	2h+k	kt	5500	83000	1509	1967	7/7	on	hyvä	G2013
Karjaranta	2h, kt	kt	3200	124200	3881	2020	1/8	on	hyvä	A2018
5. osa / itätulli	2h+k+kph/wc+s+l...	kt	5200	77000	1481	1987	2/2	on	tyyd.	F2013
Keskusta	2h, k, s, p	kt	6400	144000	2250	1991	4/5	on	hyvä	B
5. osa / itätulli	2h, kk, s	kt	3600	119700	3325	2006	2/5	on	hyvä	C2013
5. osa / itätulli	2h+k+s	kt	4700	135000	2872	2006	4/5	on		E2013
Aittaluoto	2h, kt, ph/wc, s	kt	4150	62404	1504	1967	1/3	on	hyvä	
Keskusta	2h, kk, kh, s, p	kt	4450	105000	2360	1984	1/7	on	tyyd.	C
Keskusta	2h,k	kt	5400	88000	1630	1970	3/3	on	tyyd.	D
Keskusta	oh, kt, mt,kh,p	kt	5500	160000	2909	2005	3/6	on	hyvä	
Keskusta	2h+k	kt	4800	165000	3438	2015	5/5	on	hyvä	C2013
Keskusta	2h+k+kph+wc	kt	6000	132750	2213	1938	3/6	on	hyvä	D2007
Keskusta	2h+k+kph/wc+s+p	kt	4000	122000	3050	2009	3/7	on	hyvä	E2013
Karjaranta	2h, k, kh, s	kt	5300	157000	2962	2000	6/7	on	hyvä	E2013
Keskusta	2h, kk	kt	4500	67000	1489	1959	1/6	on	tyyd.	
Keskusta	2h, k, kph, p	kt	5300	80805	1525	1963	1/8	on	tyyd.	
Aittaluoto	2h+k+lasitettu ...	kt	5700	74000	1298	1965	6/7	on	hyvä	F
