Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Rantakylä	2h,k,s	rt	5500	123000	2236	2001	1/1	ei	hyvä	E2013
Rantakylä	2h, kk	kt	4600	46000	1000	1973	3/3	ei	hyvä	E2007
Rantakylä	2h, k, s	rt	6250	107000	1712	1984	1/1	ei	hyvä	D2007
Rantakylä	3h,k,s	rt	7700	128750	1672	1990		ei	hyvä	D2007
Rantakylä	3h, k, s	rt	8500	143500	1688	1981	1/1	ei	hyvä	E
Rantakylä	3h,k,s	rt	8400	140000	1667	1993	1/2	ei	hyvä	D2018
Rantakylä	5h, avo-k, s-ti...	ok	14000	241000	1721	2012	-1/1	ei	hyvä	A2007
Rantakylä	4h,k,s	rt	9700	253000	2608	2017	1/1	ei	hyvä	C2013
Rantakylä	4h, k, tkh, khh...	ok	11950	196500	1644	1984	-1/1	ei	hyvä	D2018
Rantakylä	4h, k, rt, khh, s	ok	12050	247000	2050	2011	-1/1	ei	hyvä	B2007
Rantakylä	5h, k, rt, takk...	ok	18900	183500	971	1946	-1/2	ei	hyvä	
Rantakylä	4h, k, s	ok	9000	135000	1500	1990	1/2	ei	hyvä	
Rantakylä	oh, 3 x mh, k, ...	ok	11000	139000	1264	1976	-1/1	ei	hyvä	
Rantakylä	5h, k, kph, s	ok	10100	85000	842	1954	-1/2	ei	tyyd.	
