Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Metsäkangas	1h,kk,parveke	kt	3500	30000	857	1980	4/4	ei	hyvä	C2007
Metsäkangas	1h,kk,kh	kt	3400	32000	941	1974	3/3	ei	tyyd.	F2013
Kasakkamäki	1h,kk,alkovi,kp...	kt	4100	82000	2000	1963	-1/3	ei	hyvä	D2007
Kärpänen	2h,k,kph,p	kt	4300	48000	1116	1963	3/3	ei	hyvä	D2018
Kasakkamäki	2h, k, kph, vh, lp	kt	4650	30000	645	1963	3/3	ei	tyyd.	D
Metsäkangas	2h,kk,kph,las.p	kt	4900	39000	796	1973	2/3	ei	hyvä	
Kärpänen	2h,k,kph,las.pa...	kt	5100	30000	588	1963	1/3	ei	hyvä	
Kärpänen	2h, k, kph, vh,...	kt	4650	70000	1505	1963	2/3	ei	hyvä	D2007
Metsäkangas	2h,k,kph,wc,lp	kt	6100	50000	820	1975	5/7	on	hyvä	C2007
Kärpänen	2h,k,kph,p	kt	4900	33000	673	1963	3/3	ei	tyyd.	C2007
Metsäkangas	2h,kk,las.p	kt	5100	45000	882	1974	4/4	ei	hyvä	D2007
Metsäkangas	2h, k, s	rt	6700	163000	2433	2000	1/1	ei	hyvä	
Kärpänen	2h, k, kph, vh,...	kt	5200	56500	1087	1963	2/3	ei	hyvä	D2007
Metsäkangas	2h, k, las.p	kt	6300	62500	992	1975	2/3	ei	hyvä	
Metsäkangas	2h,k,kh,p	kt	6300	63500	1008	1977	1/3	ei	hyvä	C2013
