Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Koivistonkylä	2h,k,p	kt	5700	105000	1842	1970	2/3	ei		E2007
Rautaharkko	2h, k, kph, vh,...	kt	5300	108000	2038	1969	1/3	ei	hyvä	F2013
Hallila	2h, k, kph, s, ...	rt	5400	197900	3665	2020	1/1	ei	hyvä	
Veisu	2h,k,kph,s,eril...	rt	6800	169000	2485	1981	1/1	ei		D2007
Hallila	2h,kk,s	rt	4500	132000	2933	1995	1/1	ei	hyvä	E2013
Hallila	2h, k, kph/wc, s	rt	4450	123000	2764	1991	1/1	ei	hyvä	
Hallila	2h,k,kph,wc,s,l...	kt	6000	140409	2340	1991	1/5	on	hyvä	B2007
Hallila	2h, k, kph, s, ...	kt	5950	150000	2521	1991	2/4	on	hyvä	
Rautaharkko	2h, kk, kph, vh	kt	4450	90000	2022	1957	2/2	ei	hyvä	F2007
Koivistonkylä	2h,k	kt	6200	131159	2115	1957	3/3	ei	hyvä	D2013
Hallila	2h+k+s	kt	5950	136000	2286	1991	4/5	on	hyvä	
Veisu	2h, k, s	rt	6250	155000	2480	1984	1/1	ei	hyvä	D2007
Koivistonkylä	2h+k	kt	5100	99900	1959	1961	3/6	on		F2013
Koivistonkylä	Oh, 2 mh, k, p ...	kt	6700	107000	1597	1959	2/2	ei	hyvä	G2013
Korkinmäki	3h+k+s	rt	7300	251000	3438	2016	1/1	ei	hyvä	C2013
Hallila	3h, k, kph, s, ...	rt	6200	224900	3627	2020	1/1	ei	hyvä	
Koivistonkylä	3h,k	kt	7300	108000	1479	1979	3/3	ei	hyvä	F2013
Hallila	3h, k, kph, s, ...	rt	6200	224900	3627	2020	1/1	ei	hyvä	
Korkinmäki	3h, k, s, kph, ...	rt	8450	184000	2178	1996		ei	tyyd.	E
Rautaharkko	3h,k,p	kt	7400	127500	1723	1969	3/3	ei	hyvä	F2013
Koivistonkylä	3h,k,p	kt	7600	140000	1842	1970	2/3	ei	tyyd.	E2013
Korkinmäki	et oh, k, 2 mh,...	rt	7750	225000	2903	2002	1/2	ei	hyvä	E2013
Korkinmäki	3h+k+wc+kph/s+v...	rt	7800	218000	2795	2004	1/2	ei		D2007
Hallila	3 h, k, s, kph,...	kt	7450	146500	1966	1991	2/3	on	hyvä	F2013
Koivistonkylä	3h,k,s,p	rt	7800	145000	1859	1976		ei	huono	D2007
Korkinmäki	3h, k, kph, s, ...	rt	9700	250000	2577	1990		ei	hyvä	
Rautaharkko	3h,k,lasip	kt	7400	126000	1703	1969	2/3	ei		F2013
Korkinmäki	3h,kt,kph,wc,vh	kt	6700	176000	2627	1994	1/2	ei	hyvä	F2013
Koivistonkylä	5-6h, k, s, ph,...	ok	13400	182000	1358	1957		ei	hyvä	D2018
Korkinmäki	4h, k, s, kph, ...	rt	9350	206000	2203	1996	2/2	ei	tyyd.	E2007
Koivistonkylä	4h, k, kph/wc, ...	ok	11000	179000	1627	1955		ei	tyyd.	G2018
Koivistonkylä	5h,k,kph,s,wc/s...	ok	17200	349000	2029	1979		ei		
Korkinmäki	4 h, k, s	kt	9350	209000	2235	1996	2/2	ei	tyyd.	E2007
Korkinmäki	4h, k, s, kph, wc	rt	9350	213000	2278	1996	2/2	ei	hyvä	E2007
Korkinmäki	4h, k, s	rt	10950	320000	2922	2015	-1/2	ei	hyvä	C2013
Korkinmäki	4h,k,kph,s,wc,v...	rt	8600	253000	2942	2004	1/2	ei	hyvä	D2007
Korkinmäki	5h, k, 3vh, 2kp...	rt	13600	320000	2353	2004	2/2	ei	hyvä	A2007
Koivistonkylä	4h, takkah, k, ...	ok	12200	411000	3369	1998	-1/1	ei	hyvä	D2018
Koivistonkylä	5h+k+s	rt	11800	286000	2424	1997	1/2	ei	hyvä	D2013
