Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Keskusta	2h, k, ph, s	kt	6100	156500	2566	2009	5/5	on	hyvä	E2013
Välilä	2h, k, ph	kt	6150	38000	618	1979	2/2	ei	hyvä	
Keskusta	2h+k+ph	kt	5050	58000	1149	1973	2/3	ei	hyvä	
Keskusta	2h, k, ph	kt	5650	48000	850	1975	1/3	on	hyvä	
Liuhtari	2h,k,s	rt	5950	65000	1092	1982	1/1	ei	hyvä	
Ritamäki	alakerta 1-2h, ...	rt	11020	178000	1615	2009	1/2	ei	hyvä	B2013
Välilä	3h, k, ph, 2vh,...	kt	7550	31000	411	1972	2/3	ei	hyvä	
Koskikylä	3h, k, ph, s, v...	rt	7390	119500	1617	2004	1/1	ei	hyvä	
Ritamäki	4h+k+s+pesuh+va...	rt	9700	150000	1546	2005	1/1	ei	hyvä	
Siirilä	4h, k, s	rt	9650	65000	674	1974	1/1	ei	tyyd.	
