Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Pallo-tyysterniemi	2h, kk	kt	4400	140500	3193	2017	4/5	on	hyvä	C2013
Linnoitus	2h+k	kt	3650	135000	3699	2017	3/3	ei	hyvä	
Pallo	2h+k	kt	5100	101000	1980	1955	1/4	ei	hyvä	
Linnoitus	2h, kk, s	kt	5850	167000	2855	2001		on	hyvä	D2007
Pikisaari	2hk,s, lasitett...	kt	5800	169000	2914	2000	3/5	ei	hyvä	
Pallo-tyysterniemi	2h, k, lasit.p	kt	5700	86000	1509	1966	1/3	ei	hyvä	F2013
Pallo-tyysterniemi	2h, k	kt	5400	104000	1926	1954	4/4	ei	hyvä	F2013
Pallo	2h, k, s	kt	5600	155000	2768	2008	1/3	ei	hyvä	B2007
Linnoitus	2h, k, lasit.pa...	kt	3650	127000	3479	2017	1/3	on	hyvä	C
Pikisaari	2h+kk+s	kt	5000	159000	3180	2008	1/5	on	hyvä	E2013
Pikisaari	2h, k, kph, s, ...	kt	5100	145000	2843	2001	2/4	on	hyvä	D2013
Pallo-tyysterniemi	3h+k+s	kt	7900	320000	4051	2017	8/8	on	hyvä	C2013
Linnoitus	3h, k, s	kt	6350	185000	2913	2001	1/6	on	hyvä	D2007
Pikisaari	3h+k+s	kt	8200	248000	3024	2008	5/5	on	hyvä	E2013
Rakuunamäki	3-4h+k+s+khh	rt	10800	320000	2963	1910		ei	hyvä	
Pallo	4h,k,s	rt	9400	240000	2553	2005	1/2	ei	hyvä	D2013
Pallo-tyysterniemi	4h, k, s, 2*p	kt	8850	138000	1559	1963	3/4	on	hyvä	F2013
Pikisaari	4h, k, s, lasit...	kt	9800	191000	1949	2000	2/5	on	hyvä	C2014
Pallo-tyysterniemi	5h, k, s	rt	10450	234000	2239	2005	2/2	ei	hyvä	D
