Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kupittaa	1h, kk	kt	2900	130000	4483	1958	6/6	on	hyvä	E
Itäinen keskusta	1h, k, alkovi, ...	kt	4400	172000	3909	1967	2/8	on	hyvä	B2007
Itäinen keskusta	1h+k+kph/wc	kt	3550	179000	5042	1927	5/5	ei	hyvä	F
Itäinen keskusta	1h, kk	kt	2900	131000	4517	1961	5/7	on	hyvä	F
Keskusta itä	1h,ikk.kk,kh,la...	kt	2800	122000	4357	1962	1/6	ei		
Itäinen keskusta	2h+kk+p	kt	4600	159000	3457	1959	6/9	on	hyvä	F2013
Itäinen keskusta	2h+k+kph+p	kt	5400	171500	3176	1959	5/8	on	hyvä	F2013
Itäinen keskusta	2h+kk+kph+p	kt	4850	195000	4021	1952	4/5	on	hyvä	F2013
Itäinen keskusta	2h+keittiö...	kt	6000	244000	4067	2008	5/7	on	hyvä	B2007
Martti	2h+k+s+vh+lasit...	kt	6150	168969	2747	1981	4/6	ei	tyyd.	
Keskusta	2h, kk	kt	4600	159000	3457	1959	3/9	on	hyvä	F
Keskusta itä	2h,k,vh,kh,lasi...	kt	5600	170000	3036	1962	5/6	ei	tyyd.	
Kupittaa	3h, k, 2 x lasi...	kt	7400	223000	3014	1983	5/9	on	tyyd.	C2018
Itäinen keskusta	3h, k, kph, p	kt	6800	180000	2647	1959	7/8	on	hyvä	F2013
Keskusta	3h+k+parveke	kt	6650	220000	3308	1963	2/7	on	hyvä	
It. keskusta	3h, k, s	kt	8100	255000	3148	1979	2/7	on	hyvä	F
Keskusta itä	3h,k,kh,lasit.p...	kt	6200	190000	3065	1965	1/8	ei	hyvä	
Keskusta	3h, k, parveke	kt	6150	200000	3252	1965	4/8	on	hyvä	F
Itäinen keskusta	4h, k, s	kt	9750	235000	2410	1981	5/6	on	tyyd.	F2013
Itäinen keskusta	4h+k+s	kt	9300	255000	2742	1991	2/7	on	tyyd.	D2007
Itäinen keskusta	4 h,k,kph	kt	9050	239000	2641	1970	5/7	on	tyyd.	
Itäinen keskusta	oh, k, 2 x mh, ...	kt	8400	240000	2857	1963	8/9	on	tyyd.	D
Keskusta	4h, k, 2 parvek...	kt	7000	213000	3043	1965	7/8	on	hyvä	F
