Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Punavuori	1h, kk, kph	kt	2600	255000	9808	1960	3/7	on	hyvä	F2014
Ullanlinna	1h, kk, kph	kt	2500	205100	8204	1933	3/4	on	huono	E2019
Ullanlinna	1h, alkovi, k, kph	kt	4200	310000	7381	1937	1/5	on	huono	D2012
Punavuori	1h, k, kph	kt	3600	275500	7653	1972	4/6	on	hyvä	
Punavuori	1h, kk, kh	kt	2900	291000	10034	1927	6/6	ei	hyvä	F
Hernesaari	1h+k+kph+eteinen	kt	4400	318000	7227	1911	2/3	on	hyvä	F2013
Ullanlinna	1h, avok, kph	kt	2500	246000	9840	1935	3/5	on	hyvä	E2013
Punavuori	1h, kk ja lasit...	kt	3250	227000	6985	1977	5/6	on	hyvä	F2013
Punavuori	1 h + k.syvennys	kt	2600	263000	10115	1960	2/5	on	hyvä	
Punavuori	1h, kk, alkovi,...	kt	2700	221000	8185	1963	1/8	on	hyvä	F2013
Punavuori	1h, alkovi, k, kph	kt	4150	320000	7711	1929	2/4	on	tyyd.	F2013
Ullanlinna	1h, kk, kph	kt	3800	272000	7158	1907	3/5	ei	tyyd.	
Punavuori	1 h+k	kt	2300	175000	7609	1936	2/4	on	tyyd.	E2018
Ullanlinna	1h, avok, alkov...	kt	3150	290000	9206	1965	1/4	ei	hyvä	E
Punavuori	1h+k+alk	kt	3730	246000	6595	1939	3/5	ei	hyvä	
Punavuori	1h, ikk.kk, alk...	kt	3000	231000	7700	1971	2/5	on	hyvä	E2007
Punavuori	1h	kt	3400	206900	6085	1938	1/5	ei	tyyd.	
Punavuori	1h, alkovi, kk,...	kt	3250	270000	8308	1963	3/5	on	tyyd.	F2015
Punavuori	1h, kk, kph	kt	2500	210000	8400	1952	5/4	on	tyyd.	
Punavuori	1h, k, eteinen,...	kt	3690	257000	6965	1910	1/4	ei	hyvä	E2007
Punavuori	1h,kk,kph	kt	2500	197500	7900	1959	6/7	ei	tyyd.	
Punavuori	1h+kk	kt	3000	184000	6133	1961	3/5	on	tyyd.	E2013
Eiranranta	2h+k+rt+s+parveke	kt	9350	900000	9626	2007	2/8	on	hyvä	E2014
Ullanlinna	2h, k, kph, vh	kt	5450	467500	8578	1906	1/3	ei	hyvä	G2015
Punavuori	2h, k, kph, par...	kt	5600	360000	6429	1957	2/6	on	tyyd.	E
Punavuori	2h, alkovi, kei...	kt	5000	422000	8440	1939	3/6	on	tyyd.	F2013
Punavuori	2h+k+lasitettu ...	kt	5750	405000	7043	1974	1/7	on	hyvä	
Punavuori	2h, avok, kph, ...	kt	4700	437000	9298	1959	7/8	on	hyvä	E2013
Punavuori	2h, k, kph, 2 vh	kt	5800	386000	6655	1952	4/5	on	tyyd.	E2014
Punavuori	1h, keittiö	kt	3740	280000	7487	1936	2/4	ei	hyvä	
Punavuori	2h, kk, parv	kt	3600	299000	8306	1962	3/5	on	hyvä	F
Munkkisaari	2h+kk+kph	kt	5200	370000	7115	1928	5/8	ei	tyyd.	
Munkkisaari	2h, avok, kph	kt	3700	280000	7568	1938	4/5	ei	hyvä	E2018
Munkkisaari	2h,k	kt	5400	439000	8130	1909	5/5	ei	hyvä	G2013
Punavuori	2h, avok, vh, kph	kt	5500	429000	7800	1957	2/6	on	hyvä	E2013
Punavuori	2h+avok+kph+vh	kt	4400	356000	8091	1938	5/5	on	hyvä	F2013
Eiranranta	2h, avok, kph, ...	kt	7800	710000	9103	2007	4/8	on	hyvä	F2014
Punavuori	2h + avok + kph	kt	3900	300000	7692	1938	3/4	on	hyvä	F2013
Ullanlinna	2h+kk	kt	5060	387000	7648	1957	1/8	on	tyyd.	F2013
Punavuori	2h, avok, kph	kt	3800	305000	8026	1937		on	hyvä	E2007
Punavuori	2h, k, kph	kt	6300	504000	8000	1918	2/4	ei	hyvä	G2016
Punavuori	2h, k, kph, las...	kt	4550	387000	8505	1964	4/8	on	hyvä	F2012
Punavuori	2h, avok	kt	4800	360000	7500	1906	1/4	ei	hyvä	
Punavuori	1-2h, avokeitti...	kt	4860	387000	7963	1910	2/4	ei	hyvä	E2013
Ullanlinna	2h, avok, kph, ...	kt	3900	360000	9231	1961	1/4	on	hyvä	G2014
Punavuori	2h,k,kph	kt	4180	293000	7010	1936	4/4	on	hyvä	G2007
Punavuori	2 h, avokeitti&...	kt	8200	582000	7098	1929	4/5	on	tyyd.	D2018
Punavuori	2h, k, s, kph, ...	kt	8050	670000	8323	2012	6/7	on	hyvä	E2003
Punavuori	2h, kk	kt	4100	360000	8780	1971	3/7	on	hyvä	G
Punavuori	2 h, k, kph, pa...	kt	4400	311000	7068	1971	2/5	on	hyvä	E2007
Punavuori	2h, avok, kph, p	kt	4200	333000	7929	1956	6/6	on	tyyd.	F2013
Punavuori	2h+avok+kph	kt	4150	320000	7711	1961	2/8	ei	hyvä	
