Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Vuorentausta	2h, k, psh, s	rt	4650	100000	2151	1987	1/1	ei	tyyd.	G2013
Vuorentausta	2h+kk+s	rt	4900	116000	2367	1989	1/1	ei		F2013
Vuorentausta	2h,avokeitti...	kt	4900	64000	1306	1959	2/2	ei		
Vuorentausta	3h, k, kph/s, w...	rt	7400	125000	1689	1984	1/1	ei	hyvä	
Vuorentausta	3 h, k, ph/s, w...	rt	7700	142500	1851	1983	1/1	ei	hyvä	
Vuorentausta	3h,k,kph,s,wc,v...	rt	7500	145167	1936	1975	1/1	ei		C2007
Vuorentausta	3h, k, s, eril....	rt	7300	153500	2103	1983	1/1	ei	hyvä	F2013
Vuorentausta	3h+k+s	rt	7800	139000	1782	1994	1/1	ei	tyyd.	G2013
Vuorentausta	4h,k,s	rt	9000	138000	1533	1976	1/1	ei		E2013
Vuorentausta	3h, k, takkah, ...	rt	12500	243395	1947	1985	-1/2	ei	hyvä	
Vuorentausta	3mh,oh,k,th,khh...	rt	10800	200000	1852	1987	1/1	ei	hyvä	D2007
Vuorentausta	4h, k, s	rt	9000	155000	1722	1981	1/1	ei	hyvä	
Vuorentausta	4h+k+s+kph+wc+v...	rt	9000	164000	1822	1983	1/1	ei		
