Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kaitaa	4 h, k, s, 2xkp...	ok	10800	588000	5444	2012	1/2	ei	hyvä	A2007
Kaitaa	6h, avokeitti...	rt	11400	326000	2860	1995	1/2	ei	tyyd.	E2018
Kaitaa	3 h, k, s, tkh,...	ok	10900	429000	3936	1987	1/2	ei	hyvä	F2013
Kaitaa	4 h, k, s, 2xkp...	ok	10800	549000	5083	2012	1/2	ei	hyvä	A2007
Kaitaa	4 H, k, s	rt	10600	385000	3632	2000	1/2	ei	hyvä	D2013
Kaitaa	4h, k, s + parveke	kt	8800	278000	3159	1990	2/2	ei	hyvä	D2007
Iivisniemi	4h, k, kh, wc, ...	kt	8900	246000	2764	1967	4/4	ei	hyvä	D2007
Iivisniemi	4h, k, kph, wc,...	kt	8900	235000	2640	1968	2/4	ei	hyvä	D2007
Hyljelahti	4h, k, khh, s, ...	rt	10900	361000	3312	1996	1/2	ei	hyvä	D2007
Iivisniemi	4h, k	kt	8900	164000	1843	1968	3/4	ei	tyyd.	F2013
