Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kausala	2 h, k, s	rt	5200	42000	808	1983	1/1	ei	hyvä	A2018
Kausala	2h,k,kph,p	kt	5100	35000	686	1962	2/3	ei	hyvä	E2013
Kausala	2h,k,psh,s,wc,vh	rt	6100	80000	1311	2003	1/1	ei	hyvä	E2013
Kausala	2h, k, s/psh, w...	rt	6450	65500	1016	1982	1/1	ei	hyvä	E2013
Kausala	2 h,k,s,psh,vh	rt	6250	52000	832	1974	1/1	ei		A2007
Kausala	2h,k,kph,s,p	kt	5800	60000	1034	1988	2/2	ei	hyvä	F2018
Kausala	3h,k,kph,s,wc,2xvh	rt	8300	95000	1145	1989	1/1	ei	hyvä	E2007
Kausala	3h,k,psh,s,wc,vh	rt	8000	131000	1638	2000	1/1	ei	hyvä	B2007
Radansuu	2-3 h, kk tai k	kt	95800	150000	157	1929	-1/3	ei	hyvä	
Kausala	3h,k,s,vh,p	kt	7500	62000	827	1988	2/2	ei	tyyd.	D2013
Kausala	3h, k, s	rt	7800	93000	1192	1975	1/1	ei	hyvä	D2007
Kausala	4 h, 2 k, s, kp...	ok	7500	35000	467	1940	1/2	ei	huono	
Kauramaa	2 x k, oh, 2 m...	rt	17200	77000	448	1947		ei	tyyd.	
Kausala	4h, k, s	ok	10950	115000	1050	1976	-1/1	ei	hyvä	
Kausala	5h,k,khh,psh,s,...	ok	19400	65000	335	1921		ei	tyyd.	
Kausala	4h,k,kph,s,wc,v...	rt	10300	67983	660	1980	1/1	ei	tyyd.	B2013
