Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Renkomäki	3h, avokeitti...	rt	8000	169000	2113	1994	1/1	ei	hyvä	
Renkomäki	3h,k,kph,s,ter....	rt	7450	170000	2282	2010	1/1	ei	hyvä	
Renkomäki	5h,k,kph,s,khh,...	ok	13700	319000	2328	2010	1/1	ei	hyvä	B2007
Renkomäki	5h,k,khh,kph,s,...	ok	15500	288000	1858	2011		ei	hyvä	C2007
Renkomäki	4h,k,s,khh,ph/w...	ok	9500	227000	2389	2013	-1/1	ei	hyvä	
Renkomäki	4h,tupakeitti...	ok	11000	119000	1082	1958	1/1	ei	tyyd.	
Renkomäki	5h,k,rt,tkh,vh,...	ok	16800	195000	1161	1992	1/1	ei		
Renkomäki	5h, k, s, 2 kph...	ok	12100	205000	1694	2002	-1/1	ei	hyvä	D2018
Renkomäki	4h,k,s,kph,2wc,...	rt	10700	220000	2056	2011	1/1	ei	hyvä	
Renkomäki	5h,k,khh,ph/wc,...	ok	14550	262000	1801	2014		ei	hyvä	
Renkomäki	5h, k, kph, s, ...	ok	14800	291000	1966	2018	-1/2	ei	hyvä	
Renkomäki	4h, k, rt, s, k...	ok	16500	278000	1685	2004	-1/1	ei	hyvä	
Renkomäki	5h, k, s, kph, ...	ok	11800	250000	2119	2012	-1/1	ei	hyvä	B
Renkomäki	4h+k+oh+khh+s+p...	ok	12400	233000	1879	2016	-1/2	ei	hyvä	C2013
Renkomäki	5h,k,rt,2wc,vh,...	ok	15600	230000	1474	1994	-1/1	ei	hyvä	
Renkomäki	k+oh+4mh+aula+s...	ok	17400	240000	1379	2005	-1/2	ei	hyvä	D2018
Renkomäki	k, oh, 3-4 mh, ...	ok	12800	225000	1758	1999	-1/1	ei	hyvä	
Renkomäki	4h, k, s, kph/w...	ok	13500	309000	2289	2015	-1/1	ei	hyvä	B2015
