Postal code	Free-time residences	Buildings, total	Other buildings	Residential buildings	Dwellings	Average floor area	Dwellings in small houses	Dwellings in blocks of flats	Aged 18 or over, total	Basic level studies	With education, total	Matriculation examination	Vocational diploma	Academic degree - Lower level university degree	Academic degree - Higher level university degree	Inhabitants, total, 2017	Inhabitants aged 18-64, 2017	Employment rate %, 2017	Unemployment rate %, 2017	Economic dependency ratio, 2017	Inhabitants, total	Females	Males	Average age of inhabitants	Households, total	Average size of households	Occupancy rate	Young single persons	Young couples without children	Households with children	Households with small children	Households with children under school age	Households with school-age children	Households with teenagers	Adult households	Pensioner households	Households living in owner-occupied dwellings	Households living in rented dwellings	Households living in other dwellings	Area	Density	Surface area	0-15 years	16-34 years	35-64 years	65 years or over
39940	37.0	188.0	20.0	168.0	145.0	106.5	145.0	0.0	211.0	70.0	141.0	3.0	127.0	9.0	2.0	250.0	139.0	71.9	8.3	140.0	250.0	123.0	127.0	48.0	116.0	2.2	52.5	0.0	3.0	19.0	5.0	8.0	12.0	10.0	46.0	51.0	111.0	3.0	2.0	 Kantti   (Karvia )	2.517003541917316e-06	2.517003541917316e-06	34.0	40.0	104.0	72.0
39960	116.0	279.0	40.0	239.0	212.0	105.7	212.0	0.0	360.0	142.0	218.0	6.0	187.0	20.0	5.0	435.0	233.0	67.4	13.3	174.0	435.0	204.0	231.0	48.0	191.0	2.3	49.5	5.0	1.0	36.0	10.0	18.0	18.0	16.0	65.0	92.0	185.0	3.0	3.0	 Sarvela   (Karvia )	7.128406026141421e-06	7.128406026141421e-06	66.0	59.0	183.0	127.0
39965	61.0	108.0	13.0	95.0	86.0	97.8	86.0	0.0	151.0	59.0	92.0	0.0	88.0	3.0	1.0	194.0	91.0	63.7	6.5	218.0	194.0	92.0	102.0	48.0	78.0	2.5	41.5	0.0	0.0	18.0	7.0	8.0	9.0	10.0	18.0	44.0	76.0	0.0	2.0	 Karviankylä   (Karvia )	3.7084171032579108e-06	3.7084171032579108e-06	39.0	21.0	74.0	60.0
39980	55.0	111.0	14.0	97.0	102.0	89.9	102.0	0.0	151.0	50.0	101.0	8.0	86.0	4.0	3.0	175.0	92.0	77.2	12.3	137.0	175.0	83.0	92.0	49.0	83.0	2.1	45.6	1.0	1.0	16.0	3.0	6.0	5.0	9.0	21.0	47.0	73.0	9.0	1.0	 Sara   (Karvia )	4.371248376081229e-06	4.371248376081229e-06	16.0	36.0	64.0	59.0
39990	39.0	82.0	8.0	74.0	62.0	89.0	62.0	0.0	86.0	34.0	52.0	1.0	44.0	2.0	5.0	102.0	58.0	65.5	17.4	162.0	102.0	38.0	64.0	48.0	52.0	2.0	46.1	3.0	1.0	8.0	1.0	3.0	5.0	5.0	23.0	21.0	41.0	7.0	4.0	 Alkkia   (Karvia )	1.4536171917082084e-06	1.4536171917082084e-06	16.0	14.0	44.0	28.0
40100	0.0	573.0	253.0	320.0	10196.0	54.7	51.0	10145.0	13373.0	1843.0	11530.0	2642.0	4616.0	2504.0	1768.0	14165.0	10309.0	62.6	12.8	118.0	14165.0	7669.0	6496.0	40.0	9171.0	1.5	36.0	2640.0	1190.0	520.0	172.0	297.0	177.0	117.0	6352.0	2309.0	3264.0	5780.0	127.0	 Jyväskylä Keskus   (Jyväskylä )	0.0038433529123200008	0.0038433529123200008	711.0	7354.0	3036.0	3064.0
40200	10.0	519.0	62.0	457.0	2631.0	67.2	740.0	1891.0	3541.0	416.0	3125.0	414.0	1445.0	658.0	608.0	4291.0	2919.0	71.8	10.2	103.0	4289.0	2299.0	1990.0	37.0	2343.0	1.8	37.5	584.0	215.0	421.0	121.0	242.0	187.0	108.0	1469.0	455.0	1278.0	1028.0	37.0	 Mannila-Taulumäki   (Jyväskylä )	0.0009200579278253276	0.0009200579278253276	682.0	1576.0	1407.0	624.0
40250	24.0	1152.0	119.0	1033.0	3020.0	83.8	1838.0	1182.0	4757.0	773.0	3984.0	249.0	2198.0	750.0	787.0	6047.0	3640.0	73.4	9.9	125.0	6043.0	3098.0	2945.0	40.0	2842.0	2.1	40.3	294.0	147.0	728.0	199.0	377.0	313.0	266.0	1352.0	770.0	1959.0	857.0	26.0	 Ritoniemi-Lohikoski   (Jyväskylä )	0.0006233851225421653	0.0006233851225421653	1144.0	1450.0	2330.0	1119.0
40270	217.0	2441.0	149.0	2292.0	5692.0	84.6	3543.0	2149.0	8868.0	1576.0	7292.0	378.0	4541.0	1310.0	1063.0	11843.0	6844.0	74.2	11.4	131.0	11824.0	6061.0	5763.0	38.0	5260.0	2.2	38.5	452.0	255.0	1590.0	425.0	827.0	753.0	567.0	2274.0	1421.0	3520.0	1679.0	61.0	 Pappilanrinne-Pappilanvuori   (Jyväskylä )	0.00014904594210069362	0.00014904594210069362	2668.0	2670.0	4449.0	2037.0
40320	10.0	1065.0	451.0	614.0	3174.0	66.3	835.0	2339.0	4581.0	945.0	3636.0	349.0	2227.0	620.0	440.0	5418.0	3583.0	66.9	15.1	125.0	5413.0	2815.0	2598.0	40.0	2982.0	1.8	37.1	398.0	279.0	488.0	173.0	281.0	177.0	134.0	1764.0	733.0	1465.0	1476.0	41.0	 Seppälän Teollisuusalue   (Jyväskylä )	0.00035464308249765955	0.00035464308249765955	744.0	1837.0	1831.0	1001.0
40340	2.0	380.0	67.0	313.0	4106.0	61.5	407.0	3699.0	5299.0	1769.0	3530.0	262.0	2707.0	345.0	216.0	6433.0	3882.0	47.8	31.5	242.0	6433.0	3281.0	3152.0	42.0	3690.0	1.7	36.3	624.0	106.0	664.0	184.0	337.0	282.0	232.0	2006.0	1033.0	1369.0	2259.0	62.0	 Huhtasuo   (Jyväskylä )	0.0011433781643741634	0.0011433781643741634	1020.0	1706.0	2290.0	1417.0
40400	1.0	640.0	65.0	575.0	2185.0	74.1	1160.0	1025.0	3285.0	611.0	2674.0	175.0	1542.0	531.0	426.0	4225.0	2540.0	74.5	12.0	121.0	4215.0	2185.0	2030.0	39.0	2011.0	2.1	36.6	190.0	128.0	525.0	157.0	298.0	223.0	175.0	957.0	533.0	1304.0	685.0	22.0	 Halssila   (Jyväskylä )	0.0010687217226120725	0.0010687217226120725	842.0	1108.0	1512.0	753.0
40420	3.0	1076.0	56.0	1020.0	2377.0	80.2	1668.0	709.0	3640.0	639.0	3001.0	151.0	1942.0	506.0	402.0	4718.0	2947.0	72.1	13.5	121.0	4718.0	2351.0	2367.0	39.0	2236.0	2.1	38.7	211.0	96.0	614.0	156.0	318.0	271.0	218.0	1130.0	499.0	1484.0	726.0	26.0	 Jyskä   (Jyväskylä )	0.0008596608257226263	0.0008596608257226263	967.0	1078.0	1980.0	693.0
40500	39.0	630.0	94.0	536.0	1863.0	70.3	803.0	1060.0	2788.0	553.0	2235.0	234.0	1074.0	441.0	486.0	3266.0	2290.0	59.5	14.2	137.0	3266.0	1599.0	1667.0	38.0	1687.0	1.9	37.0	266.0	135.0	284.0	94.0	145.0	112.0	103.0	1052.0	359.0	793.0	881.0	13.0	 Keljo-Ristonmaa   (Jyväskylä )	0.0001379837606717722	0.0001379837606717722	417.0	1218.0	1133.0	498.0
40520	153.0	2205.0	267.0	1938.0	9331.0	68.1	2566.0	6765.0	13540.0	2069.0	11471.0	1598.0	5569.0	2122.0	2182.0	16643.0	11386.0	63.5	15.2	128.0	16643.0	8237.0	8406.0	37.0	8631.0	1.9	36.1	1558.0	806.0	1783.0	551.0	962.0	741.0	569.0	5323.0	1540.0	3316.0	5247.0	68.0	 Kuokkala-Ristikivi   (Jyväskylä )	0.001202890985827092	0.001202890985827092	2810.0	5966.0	5713.0	2154.0
40530	42.0	1526.0	134.0	1392.0	2759.0	87.5	1850.0	909.0	4507.0	681.0	3826.0	265.0	2130.0	753.0	678.0	6017.0	3749.0	74.7	10.9	113.0	6017.0	2961.0	3056.0	36.0	2617.0	2.3	39.0	331.0	167.0	811.0	207.0	408.0	387.0	286.0	1326.0	485.0	1726.0	874.0	17.0	 Keljonkangas   (Jyväskylä )	0.0002567484146734813	0.0002567484146734813	1376.0	1503.0	2380.0	758.0
40600	0.0	375.0	40.0	335.0	1385.0	66.1	518.0	867.0	1941.0	271.0	1670.0	296.0	672.0	311.0	391.0	2286.0	1570.0	66.3	11.0	117.0	2286.0	1171.0	1115.0	39.0	1239.0	1.8	38.1	286.0	89.0	192.0	41.0	79.0	85.0	83.0	817.0	238.0	564.0	651.0	24.0	 Mattilanpelto   (Jyväskylä )	0.0015922668488788311	0.0015922668488788311	302.0	850.0	763.0	371.0
40620	0.0	27.0	18.0	9.0	294.0	50.2	0.0	294.0	362.0	51.0	311.0	55.0	183.0	45.0	28.0	428.0	325.0	62.8	16.0	107.0	428.0	227.0	201.0	34.0	257.0	1.7	29.6	66.0	32.0	44.0	14.0	23.0	20.0	9.0	183.0	30.0	1.0	256.0	0.0	 Keskussairaala-alue-Kukkumäki   (Jyväskylä )	0.0015105207061331374	0.0015105207061331374	62.0	195.0	134.0	37.0
40630	1.0	945.0	78.0	867.0	1997.0	80.6	1070.0	927.0	2972.0	570.0	2402.0	161.0	1294.0	378.0	569.0	3780.0	2111.0	68.5	14.8	159.0	3780.0	1851.0	1929.0	43.0	1824.0	2.1	39.7	186.0	60.0	426.0	74.0	175.0	233.0	180.0	791.0	611.0	1036.0	764.0	24.0	 Kypärämäki   (Jyväskylä )	0.00030670269530815465	0.00030670269530815465	709.0	747.0	1463.0	861.0
40640	0.0	949.0	81.0	868.0	3701.0	72.5	1079.0	2622.0	5231.0	1191.0	4040.0	429.0	2347.0	678.0	586.0	6408.0	4114.0	58.1	19.4	165.0	6408.0	3191.0	3217.0	39.0	3334.0	1.9	38.9	635.0	182.0	669.0	143.0	297.0	303.0	277.0	1864.0	808.0	1787.0	1509.0	38.0	 Keltinmäki   (Jyväskylä )	0.0008453487941049322	0.0008453487941049322	1025.0	1968.0	2298.0	1117.0
40660	57.0	308.0	12.0	296.0	287.0	109.4	287.0	0.0	511.0	115.0	396.0	19.0	258.0	81.0	38.0	701.0	402.0	76.1	9.5	129.0	701.0	337.0	364.0	39.0	267.0	2.6	42.4	5.0	9.0	90.0	26.0	48.0	46.0	35.0	102.0	77.0	263.0	3.0	1.0	 Länsi-Palokka   (Jyväskylä )	3.377333093981111e-05	3.377333093981111e-05	172.0	123.0	297.0	109.0
40700	0.0	421.0	107.0	314.0	3722.0	53.1	243.0	3479.0	4686.0	602.0	4084.0	847.0	1659.0	854.0	724.0	5279.0	3847.0	61.8	14.4	121.0	5279.0	2789.0	2490.0	38.0	3325.0	1.6	33.7	1013.0	367.0	367.0	103.0	185.0	135.0	125.0	2319.0	642.0	1023.0	2263.0	39.0	 Mäki-Matti   (Jyväskylä )	0.0032419240533692307	0.0032419240533692307	512.0	2517.0	1411.0	839.0
40720	0.0	240.0	48.0	192.0	1791.0	61.7	298.0	1493.0	2378.0	413.0	1965.0	280.0	927.0	378.0	380.0	2685.0	1695.0	66.2	13.2	137.0	2685.0	1502.0	1183.0	44.0	1616.0	1.6	38.3	103.0	127.0	200.0	45.0	94.0	67.0	76.0	924.0	494.0	817.0	774.0	25.0	 Nisula   (Jyväskylä )	0.0017803929993753702	0.0017803929993753702	255.0	958.0	789.0	683.0
40740	7.0	431.0	71.0	360.0	5111.0	53.8	515.0	4596.0	6190.0	997.0	5193.0	1122.0	1993.0	1022.0	1056.0	7317.0	5062.0	55.9	14.0	156.0	7317.0	3737.0	3580.0	37.0	4240.0	1.7	33.3	1321.0	302.0	647.0	162.0	314.0	275.0	230.0	2742.0	858.0	1442.0	2764.0	34.0	 Kortepohja   (Jyväskylä )	0.0015806357538641006	0.0015806357538641006	1000.0	3093.0	2096.0	1128.0
40800	277.0	2247.0	230.0	2017.0	4030.0	82.4	2522.0	1508.0	6272.0	1349.0	4923.0	256.0	3211.0	767.0	689.0	8189.0	4545.0	71.4	13.1	150.0	8189.0	4142.0	4047.0	42.0	3795.0	2.1	39.2	307.0	94.0	1010.0	239.0	473.0	493.0	403.0	1564.0	1232.0	2762.0	985.0	48.0	 Vaajakoski   (Jyväskylä )	0.00013073755923721366	0.00013073755923721366	1712.0	1478.0	3272.0	1727.0
40820	103.0	151.0	14.0	137.0	528.0	74.1	179.0	349.0	713.0	159.0	554.0	27.0	387.0	80.0	60.0	895.0	550.0	65.1	19.4	148.0	895.0	435.0	460.0	41.0	475.0	1.9	39.3	57.0	18.0	103.0	30.0	49.0	55.0	28.0	250.0	123.0	274.0	193.0	8.0	 Vuoritsalo   (Jyväskylä )	5.324013197128222e-05	5.324013197128222e-05	169.0	188.0	375.0	163.0
40900	53.0	971.0	78.0	893.0	1730.0	85.2	1072.0	658.0	2692.0	576.0	2116.0	113.0	1299.0	340.0	364.0	3376.0	1932.0	70.7	13.3	144.0	3367.0	1613.0	1754.0	44.0	1616.0	2.1	41.9	120.0	43.0	345.0	84.0	166.0	173.0	151.0	725.0	550.0	1174.0	423.0	19.0	 Säynätsalo   (Jyväskylä )	0.00011296315059494375	0.00011296315059494375	600.0	573.0	1428.0	766.0
40930	104.0	441.0	25.0	416.0	629.0	96.1	556.0	73.0	1058.0	139.0	919.0	38.0	528.0	189.0	164.0	1535.0	862.0	81.0	8.9	119.0	1527.0	759.0	768.0	36.0	560.0	2.7	38.1	22.0	15.0	236.0	71.0	138.0	126.0	69.0	197.0	130.0	474.0	80.0	6.0	 Kinkomaa   (Muurame )	0.00011679186290363845	0.00011679186290363845	440.0	261.0	626.0	200.0
40950	679.0	2447.0	235.0	2212.0	3636.0	97.3	2730.0	906.0	6044.0	1081.0	4963.0	302.0	3075.0	769.0	817.0	8108.0	4672.0	76.2	9.6	127.0	8100.0	4023.0	4077.0	39.0	3417.0	2.4	41.5	173.0	108.0	1090.0	224.0	503.0	531.0	453.0	1367.0	971.0	2574.0	800.0	43.0	 Muurame Keskus   (Muurame )	5.205438511056418e-05	5.205438511056418e-05	1826.0	1559.0	3339.0	1376.0
41120	110.0	680.0	32.0	648.0	686.0	123.1	666.0	20.0	1240.0	187.0	1053.0	42.0	696.0	184.0	131.0	1971.0	1050.0	79.3	9.1	136.0	1971.0	964.0	1007.0	33.0	641.0	3.1	41.0	12.0	14.0	289.0	66.0	148.0	176.0	114.0	226.0	129.0	591.0	38.0	12.0	 Puuppola   (Jyväskylä )	3.976201054800806e-05	3.976201054800806e-05	673.0	300.0	808.0	190.0
41140	58.0	263.0	17.0	246.0	230.0	117.3	230.0	0.0	428.0	80.0	348.0	15.0	251.0	53.0	29.0	647.0	338.0	76.0	10.1	151.0	647.0	322.0	325.0	35.0	217.0	3.0	40.2	3.0	6.0	90.0	29.0	52.0	53.0	34.0	70.0	59.0	206.0	7.0	4.0	 Kuikka   (Jyväskylä )	1.5567559285332092e-05	1.5567559285332092e-05	206.0	101.0	250.0	90.0
41160	44.0	1301.0	99.0	1202.0	2294.0	85.9	1709.0	585.0	3464.0	709.0	2755.0	129.0	1910.0	423.0	293.0	4814.0	2627.0	71.7	12.0	153.0	4809.0	2399.0	2410.0	38.0	2049.0	2.3	37.9	114.0	44.0	612.0	171.0	325.0	324.0	240.0	837.0	606.0	1464.0	562.0	23.0	 Tikkakoski   (Jyväskylä )	9.315690202567156e-05	9.315690202567156e-05	1226.0	880.0	1864.0	839.0
41180	83.0	371.0	68.0	303.0	301.0	104.2	301.0	0.0	553.0	127.0	426.0	12.0	329.0	55.0	30.0	776.0	421.0	77.2	11.0	137.0	776.0	379.0	397.0	38.0	289.0	2.6	39.7	8.0	9.0	99.0	26.0	52.0	47.0	48.0	101.0	92.0	273.0	7.0	9.0	 Vehniä   (Laukaa )	1.514020079574242e-05	1.514020079574242e-05	193.0	158.0	293.0	132.0
41210	133.0	190.0	13.0	177.0	167.0	110.4	167.0	0.0	295.0	59.0	236.0	10.0	171.0	31.0	24.0	451.0	226.0	74.8	11.1	164.0	451.0	215.0	236.0	35.0	159.0	2.8	39.2	7.0	6.0	62.0	17.0	35.0	36.0	24.0	55.0	45.0	153.0	4.0	2.0	 Jokihaara   (Uurainen )	9.893105760020633e-06	9.893105760020633e-06	139.0	78.0	165.0	69.0
41220	122.0	172.0	14.0	158.0	150.0	98.9	150.0	0.0	242.0	72.0	170.0	10.0	129.0	20.0	11.0	313.0	158.0	75.9	9.8	157.0	313.0	152.0	161.0	44.0	129.0	2.4	41.6	2.0	2.0	30.0	6.0	14.0	16.0	15.0	41.0	59.0	124.0	1.0	4.0	 Höytiä   (Uurainen )	4.689773856707302e-06	4.689773856707302e-06	63.0	47.0	119.0	84.0
41230	223.0	683.0	104.0	579.0	805.0	88.7	747.0	58.0	1295.0	350.0	945.0	35.0	726.0	103.0	81.0	1678.0	912.0	67.1	15.8	172.0	1678.0	822.0	856.0	42.0	741.0	2.2	40.4	42.0	16.0	185.0	51.0	90.0	107.0	68.0	290.0	272.0	529.0	207.0	5.0	 Uurainen Keskus   (Uurainen )	1.619444388897352e-05	1.619444388897352e-05	346.0	280.0	669.0	383.0
41240	136.0	149.0	21.0	128.0	116.0	111.0	116.0	0.0	199.0	67.0	132.0	2.0	107.0	16.0	7.0	238.0	134.0	72.4	12.6	145.0	238.0	98.0	140.0	48.0	106.0	2.2	48.1	2.0	0.0	21.0	6.0	12.0	11.0	5.0	44.0	44.0	99.0	3.0	4.0	 Kyynämöinen   (Uurainen )	2.5816933749897157e-06	2.5816933749897157e-06	37.0	29.0	107.0	65.0
41260	25.0	76.0	2.0	74.0	71.0	101.9	71.0	0.0	115.0	35.0	80.0	4.0	66.0	6.0	4.0	150.0	77.0	80.5	7.5	138.0	150.0	76.0	74.0	44.0	63.0	2.4	43.4	1.0	2.0	16.0	7.0	9.0	7.0	10.0	21.0	27.0	58.0	3.0	2.0	 Hoikankylä   (Saarijärvi )	3.955321531778951e-06	3.955321531778951e-06	32.0	24.0	56.0	38.0
41270	223.0	314.0	35.0	279.0	253.0	100.3	253.0	0.0	409.0	105.0	304.0	10.0	234.0	29.0	31.0	518.0	271.0	69.7	15.2	167.0	518.0	250.0	268.0	46.0	229.0	2.3	44.6	1.0	4.0	52.0	11.0	22.0	29.0	27.0	75.0	104.0	209.0	16.0	4.0	 Lannevesi   (Saarijärvi )	6.279557257754684e-06	6.279557257754684e-06	98.0	61.0	221.0	138.0
41290	62.0	320.0	39.0	281.0	280.0	115.8	280.0	0.0	506.0	106.0	400.0	12.0	294.0	69.0	25.0	906.0	426.0	79.1	6.6	164.0	906.0	442.0	464.0	29.0	266.0	3.4	34.4	6.0	7.0	122.0	49.0	78.0	73.0	51.0	88.0	58.0	261.0	3.0	2.0	 Kangashäkki   (Uurainen )	1.4413136686393148e-05	1.4413136686393148e-05	369.0	177.0	280.0	80.0
41310	78.0	1084.0	151.0	933.0	1155.0	105.0	1155.0	0.0	2154.0	337.0	1817.0	69.0	1247.0	303.0	198.0	3165.0	1772.0	79.0	8.1	125.0	3165.0	1554.0	1611.0	35.0	1128.0	2.8	38.0	43.0	37.0	486.0	143.0	272.0	251.0	171.0	396.0	251.0	1010.0	106.0	12.0	 Leppävesi   (Laukaa )	9.830149307078522e-05	9.830149307078522e-05	922.0	628.0	1233.0	382.0
41325	178.0	175.0	27.0	148.0	134.0	119.1	134.0	0.0	233.0	50.0	183.0	8.0	143.0	17.0	15.0	300.0	161.0	70.2	12.4	159.0	300.0	144.0	156.0	44.0	122.0	2.5	49.3	1.0	1.0	27.0	9.0	17.0	11.0	11.0	47.0	49.0	114.0	5.0	3.0	 Laukkavirta   (Laukaa )	5.8137886516899724e-06	5.8137886516899724e-06	62.0	42.0	124.0	72.0
41330	115.0	1030.0	214.0	816.0	1154.0	95.5	1023.0	131.0	1867.0	366.0	1501.0	59.0	1027.0	257.0	158.0	2633.0	1507.0	72.5	11.8	140.0	2633.0	1284.0	1349.0	37.0	1091.0	2.4	40.0	69.0	33.0	346.0	102.0	187.0	174.0	135.0	479.0	271.0	831.0	240.0	20.0	 Vihtavuori   (Laukaa )	4.534353106419356e-05	4.534353106419356e-05	690.0	504.0	1079.0	360.0
41340	121.0	1521.0	182.0	1339.0	2687.0	85.8	1937.0	750.0	4203.0	1000.0	3203.0	130.0	2187.0	509.0	377.0	5666.0	2881.0	71.6	11.0	172.0	5666.0	2957.0	2709.0	41.0	2508.0	2.2	39.4	155.0	48.0	665.0	168.0	350.0	347.0	268.0	937.0	913.0	1732.0	752.0	24.0	 Laukaa Keskus   (Laukaa )	0.0001523703758643173	0.0001523703758643173	1306.0	974.0	2064.0	1322.0
41350	63.0	373.0	96.0	277.0	329.0	100.9	329.0	0.0	556.0	108.0	448.0	19.0	338.0	47.0	44.0	800.0	447.0	72.0	13.0	145.0	800.0	402.0	398.0	37.0	306.0	2.6	38.7	9.0	9.0	100.0	32.0	56.0	51.0	40.0	126.0	82.0	239.0	64.0	3.0	 Laukaa Asemanseutu   (Laukaa )	1.5494785094497078e-05	1.5494785094497078e-05	222.0	137.0	332.0	109.0
41360	98.0	242.0	34.0	208.0	207.0	110.9	207.0	0.0	348.0	80.0	268.0	17.0	209.0	24.0	18.0	456.0	258.0	75.2	10.2	133.0	456.0	219.0	237.0	42.0	180.0	2.5	45.8	2.0	2.0	50.0	9.0	19.0	27.0	29.0	62.0	68.0	177.0	2.0	1.0	 Valkola   (Laukaa )	8.579992274620113e-06	8.579992274620113e-06	91.0	75.0	200.0	90.0
41370	452.0	589.0	102.0	487.0	446.0	116.4	446.0	0.0	782.0	181.0	601.0	24.0	431.0	86.0	60.0	1085.0	582.0	78.5	7.9	135.0	1085.0	508.0	577.0	40.0	419.0	2.6	45.7	5.0	6.0	129.0	31.0	59.0	76.0	58.0	146.0	147.0	407.0	3.0	9.0	 Kuusa   (Laukaa )	5.699170299029793e-06	5.699170299029793e-06	265.0	163.0	457.0	200.0
41390	148.0	240.0	54.0	186.0	178.0	102.1	178.0	0.0	303.0	90.0	213.0	6.0	173.0	22.0	12.0	418.0	225.0	69.8	13.3	166.0	418.0	194.0	224.0	40.0	173.0	2.4	41.4	5.0	4.0	51.0	10.0	24.0	35.0	20.0	64.0	59.0	161.0	10.0	2.0	 Äijälä   (Laukaa )	7.1577596424654525e-06	7.1577596424654525e-06	107.0	56.0	177.0	78.0
41400	283.0	1465.0	202.0	1263.0	1664.0	89.7	1562.0	102.0	2636.0	713.0	1923.0	73.0	1526.0	199.0	125.0	3362.0	1844.0	70.8	12.9	156.0	3362.0	1649.0	1713.0	43.0	1531.0	2.2	42.1	72.0	37.0	357.0	103.0	203.0	178.0	116.0	631.0	550.0	1229.0	277.0	25.0	 Lievestuore   (Laukaa )	1.5346078770591573e-05	1.5346078770591573e-05	670.0	539.0	1361.0	792.0
41410	79.0	104.0	8.0	96.0	89.0	95.1	89.0	0.0	140.0	39.0	101.0	3.0	75.0	15.0	8.0	191.0	98.0	72.4	16.5	158.0	191.0	89.0	102.0	41.0	78.0	2.4	39.5	2.0	0.0	21.0	6.0	10.0	10.0	8.0	28.0	31.0	75.0	1.0	2.0	 Kankainen   (Toivakka )	4.001916561841596e-06	4.001916561841596e-06	45.0	28.0	76.0	42.0
41440	48.0	143.0	22.0	121.0	112.0	95.1	112.0	0.0	171.0	40.0	131.0	2.0	100.0	21.0	8.0	217.0	122.0	77.9	12.0	126.0	217.0	96.0	121.0	44.0	104.0	2.1	46.4	2.0	4.0	22.0	6.0	11.0	11.0	8.0	46.0	36.0	95.0	3.0	6.0	 Ruuhimäki   (Toivakka )	6.29017249827013e-06	6.29017249827013e-06	42.0	35.0	91.0	49.0
41450	331.0	327.0	24.0	303.0	292.0	106.1	292.0	0.0	504.0	107.0	397.0	9.0	278.0	69.0	41.0	658.0	366.0	76.0	7.6	136.0	658.0	319.0	339.0	43.0	273.0	2.4	44.8	7.0	6.0	74.0	17.0	36.0	40.0	35.0	103.0	99.0	267.0	4.0	2.0	 Leppälahti   (Jyväskylä )	9.68223123104626e-06	9.68223123104626e-06	139.0	82.0	299.0	138.0
41490	253.0	408.0	35.0	373.0	399.0	99.2	399.0	0.0	611.0	142.0	469.0	26.0	368.0	50.0	25.0	777.0	438.0	67.6	12.4	161.0	779.0	379.0	400.0	43.0	351.0	2.2	45.7	1.0	7.0	80.0	19.0	35.0	41.0	37.0	149.0	125.0	297.0	48.0	6.0	 Niemisjärvi   (Hankasalmi )	7.553693720351631e-06	7.553693720351631e-06	152.0	128.0	328.0	171.0
41500	237.0	726.0	124.0	602.0	823.0	81.0	709.0	114.0	1121.0	358.0	763.0	37.0	625.0	65.0	36.0	1366.0	735.0	63.9	15.0	186.0	1364.0	668.0	696.0	47.0	696.0	1.9	42.9	0.0	12.0	130.0	27.0	60.0	63.0	58.0	279.0	294.0	520.0	163.0	13.0	 Hankasalmi Asemanseutu   (Hankasalmi )	9.972593864425965e-06	9.972593864425965e-06	216.0	196.0	564.0	388.0
41520	550.0	873.0	117.0	756.0	1049.0	86.8	1045.0	4.0	1572.0	523.0	1049.0	68.0	765.0	126.0	90.0	1931.0	929.0	69.4	9.7	195.0	1931.0	1028.0	903.0	49.0	921.0	2.0	44.2	18.0	18.0	164.0	33.0	78.0	91.0	77.0	305.0	458.0	675.0	229.0	17.0	 Hankasalmi Keskus   (Hankasalmi )	9.613149490154843e-06	9.613149490154843e-06	319.0	294.0	675.0	643.0
41530	117.0	94.0	10.0	84.0	79.0	108.4	79.0	0.0	137.0	40.0	97.0	1.0	85.0	7.0	4.0	162.0	93.0	55.9	18.8	200.0	162.0	81.0	81.0	49.0	76.0	2.1	50.3	0.0	0.0	14.0	4.0	9.0	7.0	5.0	29.0	34.0	67.0	8.0	1.0	 Veneranta   (Hankasalmi )	5.043348514434996e-06	5.043348514434996e-06	24.0	18.0	76.0	44.0
41540	121.0	151.0	9.0	142.0	125.0	105.2	125.0	0.0	198.0	69.0	129.0	11.0	104.0	8.0	6.0	225.0	124.0	71.8	11.0	153.0	225.0	107.0	118.0	52.0	105.0	2.1	50.3	0.0	0.0	14.0	2.0	5.0	3.0	8.0	36.0	56.0	102.0	2.0	1.0	 Ristimäki   (Hankasalmi )	2.94321590760845e-06	2.94321590760845e-06	19.0	36.0	96.0	74.0
41550	108.0	101.0	8.0	93.0	80.0	110.5	80.0	0.0	129.0	48.0	81.0	4.0	65.0	8.0	4.0	165.0	81.0	65.4	10.2	211.0	165.0	75.0	90.0	47.0	74.0	2.2	49.8	0.0	0.0	16.0	5.0	10.0	10.0	5.0	25.0	36.0	68.0	6.0	0.0	 Hannula   (Hankasalmi )	4.437800832466886e-06	4.437800832466886e-06	31.0	24.0	62.0	48.0
41560	116.0	106.0	8.0	98.0	91.0	103.0	91.0	0.0	128.0	47.0	81.0	6.0	70.0	2.0	3.0	147.0	77.0	63.6	12.5	194.0	147.0	61.0	86.0	51.0	76.0	1.9	56.8	1.0	3.0	10.0	1.0	4.0	4.0	7.0	31.0	36.0	68.0	5.0	3.0	 Säkinmäki   (Hankasalmi )	2.3284818121176854e-06	2.3284818121176854e-06	16.0	27.0	53.0	51.0
41580	98.0	162.0	14.0	148.0	129.0	111.5	129.0	0.0	209.0	60.0	149.0	3.0	129.0	14.0	3.0	258.0	141.0	64.5	18.8	180.0	258.0	131.0	127.0	45.0	110.0	2.3	48.7	0.0	2.0	28.0	3.0	15.0	8.0	10.0	33.0	50.0	104.0	5.0	1.0	 Sauvamäki   (Hankasalmi )	3.238964024136107e-06	3.238964024136107e-06	46.0	44.0	100.0	68.0
41630	258.0	187.0	12.0	175.0	166.0	110.0	166.0	0.0	296.0	61.0	235.0	17.0	159.0	33.0	26.0	409.0	203.0	73.9	12.8	169.0	409.0	195.0	214.0	41.0	153.0	2.7	42.7	0.0	4.0	42.0	13.0	25.0	26.0	15.0	53.0	59.0	149.0	1.0	3.0	 Oravasaari   (Jyväskylä )	4.342058769436341e-06	4.342058769436341e-06	102.0	66.0	148.0	93.0
